nyt_id,facility_name,facility_type,facility_city,facility_county,facility_county_fips,facility_state,facility_lng,facility_lat,latest_inmate_population,max_inmate_population_2020,total_inmate_cases,total_inmate_deaths,total_officer_cases,total_officer_deaths,note
CF5D48DF,Putnamville Correctional Facility,State prison,Greencastle,Putnam,18133,Indiana,-86.8868669,39.5671025,1922,2031,280,3,110,1,
7A6481FD,Reception Diagnostic Center prison,State prison,Plainfield,Hendricks,18063,Indiana,-86.4163094,39.6893753,497,,460,0,81,0,
D31FA669,Rockville Correctional Facility,State prison,Rockville,Parke,18121,Indiana,-87.25393,39.775835,891,1024,339,0,79,0,
7C64388E,South Bend Community Re-entry Center prison,State prison,South Bend,St. Joseph,18141,Indiana,-86.3111223,41.7221752,123,,27,0,6,0,
6EA757C9,Wabash Valley Correctional Facility,State prison,Carlisle,Sullivan,18153,Indiana,-87.4034352,38.9767758,1866,1908,289,2,186,1,
DB11566D,Westville Correctional Facility,State prison,Westville,LaPorte,18091,Indiana,-86.9136204,41.5264274,2549,2688,272,6,189,0,
E39B75D8,Anamosa State Penitentiary,State prison,Anamosa,Jones,19105,Iowa,-91.291243,42.1113641,993,993,868,6,155,0,
18D8D941,Clarinda Correctional Facility,State prison,Clarinda,Page,19145,Iowa,-95.0369008,40.7619664,964,964,603,1,62,1,
04D97CE8,Fort Dodge Correctional Facility,State prison,Fort Dodge,Webster,19187,Iowa,-94.1938021,42.4844252,1062,1230,563,4,91,0,
26DA117C,Iowa Correctional Institution for Women,State prison,Mitchellville,Polk,19153,Iowa,-93.3662228,41.6634631,507,584,23,0,38,1,
3BCCB9C9,Iowa Medical and Classification Center prison,State facility,Coralville,Johnson,19103,Iowa,-91.6102178,41.7135398,761,,527,5,108,0,
7F78227B,Iowa State Penitentiary,State prison,Fort Madison,Lee,19111,Iowa,-91.3036346,40.6514511,699,720,229,2,98,0,
68B01F20,Mount Pleasant Correctional Facility,State prison,Mount Pleasant,Henry,19087,Iowa,-91.5366118,40.9636454,840,895,789,0,61,0,
AB2D310A,Newton Correctional Facility,State prison,Palo Alto Township,Jasper,19099,Iowa,-93.0560531,41.6294784,1105,1109,825,1,52,0,
206FD65A,North Central Correctional Facility,State prison,Rockwell City,Calhoun,19025,Iowa,-94.6056148,42.3923276,468,468,389,0,34,0,
6146AFEB,Boys State Training School,State juvenile detention,Eldora,Hardin,19083,Iowa,-93.1254816,42.3599825,34,,28,0,56,0,
B0612427,Civil Commitment Unit for Sexual Offenders,State prison,Cherokee,Cherokee,19035,Iowa,-95.5721132,42.7570964,138,,91,0,51,0,
A4B57DBF,El Dorado Correctional Facility,State prison,Prospect Township,Butler,20015,Kansas,-96.8183136,37.8046348,1626,2068,975,2,233,1,
845C71AF,Ellsworth Correctional Facility,State prison,Ellsworth,Ellsworth,20053,Kansas,-98.2335348,38.7408233,752,899,584,3,90,,
0893CE04,Hutchinson Correctional Facility,State prison,Hutchinson,Reno,20155,Kansas,-97.911449,38.0451807,1704,1918,1378,3,287,1,
A82E8D1B,Lansing Correctional Facility,State prison,Lansing,Leavenworth,20103,Kansas,-94.8926648,39.249963,1767,2432,1009,5,170,2,
0BAE0B38,Larned Correctional Mental Health Facility,State prison,Larned,Pawnee,20145,Kansas,-99.1509889,38.1767094,653,718,353,1,82,0,
0F137B46,Norton Correctional Facility,State prison,Norton,Norton,20137,Kansas,-99.8174375,39.8422132,837,977,766,0,127,0,
057B25C8,Topeka Correctional Facility,State prison,Topeka,Shawnee,20177,Kansas,-95.624069,39.0402994,752,948,522,0,108,1,
943E65DA,Winfield Correctional Facility,State prison,Winfield,Cowley,20035,Kansas,-96.9754566,37.2646321,493,724,430,2,87,1,
F4C40C15,Wichita Work Release Facility prison,Low-security work release,Wichita,Sedgwick,20173,Kansas,-97.3331493,37.6819512,,,81,0,25,0,
9B978304,Kansas Juvenile Correctional Complex,State juvenile detention,Topeka,Shawnee,20177,Kansas,-95.6816491,39.0956739,144,,20,0,71,0,
3C707508,Bell County Forestry Camp,State work camp,Bell County,Bell,21013,Kentucky,-83.8519637,36.6682254,187,,190,0,30,0,
F0895EDA,Blackburn Correctional Complex,State prison,Fayette County,Fayette,21067,Kentucky,-84.5370364,38.1115274,205,218,229,1,37,0,
425499A8,Eastern Kentucky Correctional Complex,State prison,Morgan County,Morgan,21175,Kentucky,-83.2706704,37.9040366,,,1162,1,181,0,
073691D7,Green River Correctional Complex,State prison,Central City,Muhlenberg,21177,Kentucky,-87.1135139,37.3147399,728,891,368,3,72,0,
45F36DD0,Kentucky Correctional Institution for Women,State prison,Pewee Valley,Shelby,21211,Kentucky,-85.4579149,38.2840397,553,643,403,0,67,0,
D7C32128,Kentucky State Penitentiary,State prison,Lyon County,Lyon,21143,Kentucky,-88.0778238,37.0487997,795,840,680,1,102,0,
F4FE2E00,Kentucky State Reformatory prison,State prison,LaGrange,Oldham,21185,Kentucky,-85.413741,38.4024939,808,932,534,28,86,2,
A808F441,Lee Adjustment Center prison,State prison,Beattyville,Lee,21129,Kentucky,-83.7058465,37.6068613,736,757,702,1,66,0,
D25B9407,Little Sandy Correctional Complex,State prison,Elliott County,Elliott,21063,Kentucky,-83.0816565,38.135107,831,871,576,1,59,0,
88EB6067,Luther Luckett Correctional Complex,State prison,LaGrange,Oldham,21185,Kentucky,-85.425514,38.41236,1090,,987,2,102,1,
F609F133,Northpoint Training Center prison,State prison,Burgin,Boyle,21021,Kentucky,-84.7454023,37.7089827,1072,1110,936,6,104,1,
BAA6F18F,Roederer Correctional Complex,State prison,LaGrange,Oldham,21185,Kentucky,-85.4293919,38.4030029,892,1140,703,0,75,1,
57430E9F,Southeast State Correctional Complex,State prison,Wheelwright,Floyd,21071,Kentucky,-82.7209904,37.3326024,52,52,65,0,30,0,
8FBACC3D,Western Kentucky Correctional Complex,State prison,Fredonia,Lyon,21143,Kentucky,-88.0396881,37.1383247,450,450,363,4,73,0,
FB72C1CB,Allen Correctional Center,State prison,Kinder,Allen,22003,Louisiana,-92.790184,30.5632095,781,806,266,0,39,0,
1D67B3C2,Dixon Correctional Institute,State prison,Jackson,East Feliciana,22037,Louisiana,-91.2065189,30.8128306,1693,1710,903,9,96,0,
C82C6F22,David Wade Correctional Center,State prison,Claiborne Parish,Claiborne,22027,Louisiana,-93.0193999,32.9056733,1122,1150,93,0,90,0,
F3EE14B3,Elayn Hunt Correctional Center,State prison,Saint Gabriel,Iberville,22047,Louisiana,-91.0868759,30.2647933,1668,1899,232,2,117,0,
F05AE943,Louisiana Correctional Institute for Women,State prison,Saint Gabriel,Iberville,22047,Louisiana,-91.0724282,30.2603498,407,441,354,2,98,0,
8175973D,Louisiana State Penitentiary,State prison,Angola,West Feliciana,22125,Louisiana,-91.5689893,30.9413604,5433,5628,599,18,278,4,
78A96594,B.B. Rayburn Correctional Center,State prison,Washington Parish,Washington,22117,Louisiana,-89.8178787,30.921875,1180,1255,159,2,103,0,
6E1E20F7,Raymond Laborde Correctional Center,State prison,Avoyelles Parish,Avoyelles,22009,Louisiana,-92.0339651,30.9744627,1601,1736,595,4,104,2,
EF746640,Maine State Prison,State prison,Warren,Knox,23013,Maine,-69.2307281,44.0638122,782,793,15,0,7,0,
F4D62E99,Maine Correctional Center,State prison,Windam,Cumberland,23005,Maine,-70.4140913,43.7268942,375,551,147,0,17,0,
07634779,Mountain View Correctional Facility,State prison,Charleston,Penobscot,23019,Maine,-69.1010332,45.1004051,316,,7,1,7,0,
83DB762A,Bolduc Correctional Facility,State prison,Warren,Knox,23013,Maine,-69.2180729,44.0676841,160,223,0,0,1,0,
E1F8954A,Southern Maine Womens Reentry Center,State prison,Windam,Cumberland,23005,Maine,-70.4094836,43.7285695,78,,0,0,0,0,
98B5415E,Downeast Correctional Facility,State prison,Machiasport,Washington,23029,Maine,-67.3970519,44.626049,,,0,0,0,0,
CFED4577,Maine Juvenile Dentention System,State juvenile detention,Augusta,Kennebec,23011,Maine,-69.7688505,44.3016709,31,,1,0,13,0,This is a system-wide total. Facility-level data is unavailable.
DA67A111,Baltimore City Correctional Center,State prison,Baltimore,Baltimore City,24510,Maryland,-76.606507,39.3003053,450,450,119,0,39,1,
72A034D6,Chesapeake Detention Facility,State prison,Baltimore,Baltimore City,24510,Maryland,-76.6091793,39.2987087,469,469,185,0,85,0,
A790C92E,"Maryland Reception, Diagnostic and Classification Center prison",State prison,Baltimore,Baltimore City,24510,Maryland,-76.6068221,39.2991796,627,,115,0,92,0,
8AD051D4,Metropolitan Transition Center prison,State prison,Baltimore,Baltimore City,24510,Maryland,-76.6082481,39.301048,600,,240,2,151,0,
DE88C375,Youth Detention Center,State prison,Baltimore,Baltimore City,24510,Maryland,-76.6081692,39.2935277,44,56,18,0,38,0,
13E2CCD7,Eastern Correctional Institution,State prison,Westover,Somerset,24039,Maryland,-75.7037672,38.1562161,3334,3334,1082,1,228,0,
C6732BC2,Eastern Pre-Release Unit,State prison,Church Hill,Queen Anne's,24035,Maryland,-75.9861558,39.1142056,174,,3,0,5,0,
9D19AFD3,Maryland Correctional Institution - Hagerstown,State prison,Hagerstown,Washington,24043,Maryland,-77.715604,39.564794,633,,141,4,105,0,
7A4BB7F0,Maryland Correctional Training Center,State prison,Hagerstown,Washington,24043,Maryland,-77.715604,39.564794,2905,2905,225,2,167,1,
A015542D,Roxbury Correctional Institution,State prison,Hagerstown,Washington,24043,Maryland,-77.7151847,39.5576829,1743,1751,275,2,118,0,
7D499762,Central Maryland Correctional Facility,State prison,Baltimore,Carroll,24013,Maryland,-76.9566545,39.3723253,489,489,124,2,34,0,
E2D8DECA,Dorsey Run Correctional Facility,State prison,Jessup,Anne Arundel,24003,Maryland,-76.7765708,39.1389363,1006,1006,95,1,70,0,
2B1C23B4,Jessup Correctional Institution,State prison,Jessup,Anne Arundel,24003,Maryland,-76.7798115,39.1449474,1547,1808,356,2,136,0,
3B08C01C,Maryland Correctional Institution - Jessup,State prison,Jessup,Anne Arundel,24003,Maryland,-76.775413,39.132672,892,892,234,0,74,0,
C4FE9200,Maryland Correctional Institution for Women,State prison,Jessup,Anne Arundel,24003,Maryland,-76.775413,39.132672,752,752,61,0,108,0,
437A0731,Patuxent Institution,State prison,Jessup,Howard,24027,Maryland,-76.7803021,39.1640425,917,917,69,1,119,1,
02479ED2,Southern Maryland Pre-Release Unit,State prison,Charlotte Hall,Charles,24017,Maryland,-76.819243,38.509415,158,,23,0,9,0,
8F429DF5,North Branch Correctional Institution,State prison,Cumberland,Allegany,24001,Maryland,-78.8194856,39.6030404,1265,1275,382,5,164,0,
9BF5611B,Western Correctional Institution,State prison,Cumberland,Allegany,24001,Maryland,-78.8180081,39.6057624,1672,1672,281,6,139,0,
DFE7C549,Correctional Mental Health Center,State rehabilitation center,Jessup,Howard,24027,Maryland,-76.7803021,39.1640425,,,0,0,0,0,
4604C099,Baltimore Pretrial Complex,State facility,Baltimore,Baltimore City,24510,Maryland,-76.609705,39.3009474,387,,0,0,1,0,
10495FE4,Baltimore City Juvenile Justice Center,State juvenile detention,Baltimore,Baltimore City,24510,Maryland,-76.6081692,39.2935277,42,,20,0,69,0,
A2673C35,Cheltenham Youth Detention Center,State juvenile detention,Cheltenham,Prince George's,24033,Maryland,-76.8307525,38.7382179,36,,10,0,23,0,
C8BDE1F7,Hickey School,State juvenile detention,Baltimore,Baltimore,24005,Maryland,-76.5187759,39.4234636,29,,1,0,35,0,
9760F92E,Lower Eastern Shore Children's Center,State juvenile detention,Salisbury,Wicomico,24045,Maryland,-75.5813374,38.4103598,9,,2,0,14,0,
C3BBFC66,Carter juvenile center,State juvenile detention,Chestertown,Kent,24029,Maryland,-76.0659263,39.231596,3,,1,0,0,0,
F1444E0E,Alfred D. Noyes Children's Center,State juvenile detention,Rockville,Montgomery,24031,Maryland,-77.2048296,39.1025546,13,,2,0,14,0,
DAAC54F5,Thomas J.S. Waxter Children's Center,State juvenile detention,Baltimore,Anne Arundel,24003,Maryland,-76.809743,39.0916237,16,,4,0,31,0,
A51F3BE1,Western Maryland Children's Center,State juvenile detention,Hagerstown,Washington,24043,Maryland,-77.728133,39.566942,16,,10,0,21,0,
414EDCD9,Backbone Mountain Youth Center,State juvenile detention,Swanton,Garrett,24023,Maryland,-79.1626549,39.4723074,16,,0,0,18,0,
6A428984,Mountain View juvenile correctional facility,State juvenile detention,Charleston,Penobscot,23019,Maryland,-69.0924581,45.0922474,,,3,0,10,0,
18C49FC1,Garrett Children's Center,State juvenile detention,Lonaconing,Garrett,24023,Maryland,-79.0219952,39.5949872,1,,0,0,14,0,
AAD17A2B,Green Ridge Youth Center,State juvenile detention,Flintstone,Allegany,24001,Maryland,-78.4591033,39.6742294,9,,2,0,12,0,
C3081B1F,Meadow Mountain Youth Center,State juvenile detention,Grantsville,Garrett,24023,Maryland,-79.195721,39.5720814,,,0,0,0,0,
2B0449B3,Victor Cullen juvenile center,State juvenile detention,Sabillasville,Frederick,24021,Maryland,-77.4574039,39.7108746,15,,0,0,24,0,
59AB714F,Massachusetts Alcohol and Substance Abuse Center,State prison,Plymouth,Plymouth,25023,Massachusetts,-70.6612414,41.848799,16,,68,0,7,0,
DAB6ED8B,Boston Pre-Release Center,State prison,Roslindale,Suffolk,25025,Massachusetts,-71.1016672,42.2926066,40,,1,0,12,0,
3055113B,Massachusetts Correctional Institution- Norfolk,State prison,Norfolk,Norfolk,25021,Massachusetts,-71.303754,42.118843,1184,1275,501,3,68,0,
6080C552,North Central Correctional Institution,State prison,Gardner,Worcester,25027,Massachusetts,-71.940303,42.578701,816,843,846,3,48,0,
01E89DE7,Bridgewater State prison hospital,State facility,Bridgewater,Plymouth,25023,Massachusetts,-70.95211,41.946277,208,,45,0,3,0,
5829334D,Old Colony Correctional Center,State prison,Bridgewater,Plymouth,25023,Massachusetts,-70.958108,41.949505,684,,247,3,56,0,
07D3365E,Massachusetts Correctional Institution-Cedar Junction,State prison,Walpole,Norfolk,25021,Massachusetts,-71.2904829,42.1043782,471,471,137,0,95,0,
731851C2,Massachusetts Correctional Institution-Concord,State prison,Concord,Middlesex,25017,Massachusetts,-71.395797,42.465261,501,582,297,2,72,0,
D2CF6453,Northeastern Correctional Center,State prison,West Concord,Middlesex,25017,Massachusetts,-71.398092,42.472193,161,165,23,0,18,0,
97A2359E,Pondville Correctional Center,State prison,Norfolk,Norfolk,25021,Massachusetts,-71.2925813,42.1087932,136,136,2,0,14,0,
ECE64FA9,Massachusetts Correctional Institution- Framingham,State prison,Framingham,Middlesex,25017,Massachusetts,-71.4086008,42.2672627,162,190,95,0,33,0,
66FE752A,Massachusetts Correctional Institution-Shirley,State prison,Shirley,Middlesex,25017,Massachusetts,-71.6464801,42.5264114,872,1229,519,4,88,0,
8AB90607,Massachusetts Treatment Center prison,State rehabilitation center,Bridgewater,Plymouth,25023,Massachusetts,-70.9571495,41.9466822,534,,189,5,50,0,
D0A4E6B3,South Middlesex Correctional Center,State prison,Framingham,Middlesex,25017,Massachusetts,-71.405962,42.2653445,22,47,12,0,10,0,
6775EC4D,Lemuel Shattuck Hospital Correctional Unit,State facility,Jamaica Plain,Suffolk,25025,Massachusetts,-71.1029198,42.3003994,19,,8,0,10,0,
57E3C8BB,Souza Baranowski Correctional Center,State prison,Shirley,Worcester,25027,Massachusetts,-71.6500077,42.5236744,610,680,28,0,45,0,
308BAC59,Alger Correctional Facility,State prison,Munising,Alger,26003,Michigan,-86.6388058,46.3787346,802,877,151,0,26,0,
AD12CAD1,Baraga Correctional Facility,State prison,Baraga,Baraga,26013,Michigan,-88.509357,46.7641481,740,832,171,1,85,0,
156C3564,Bellamy Creek Correctional Facility,State prison,Ionia,Ionia,26067,Michigan,-85.1058981,42.9779589,1649,1803,939,1,146,0,
2A09AA9D,Carson City Correctional Facility,State prison,Carson City,Montcalm,26117,Michigan,-84.8691105,43.1624744,2288,2397,2118,6,270,0,
69C79FAF,Central Michigan Correctional Facility,State prison,St. Louis,Gratiot,26057,Michigan,-84.5940909,43.412197,2348,2538,2053,2,248,1,
88B85472,Charles Egeler Reception & Guidance Center prison,State prison,Jackson,Jackson,26075,Michigan,-84.391025,42.3000608,1255,,2394,8,224,0,
26D00BCB,Chippewa Correctional Facility,State prison,Kinross,Chippewa,26033,Michigan,-84.4531064,46.2593939,1930,2313,1815,8,208,0,
E629C283,Cooper Street Correctional Facility,State prison,Jackson,Jackson,26075,Michigan,-84.3981986,42.294838,1330,1729,1287,6,154,0,
2794CD73,Detroit Detention Center,State prison,Detroit,Wayne,26163,Michigan,-83.0455606,42.4239966,,,0,0,20,0,
631A0BA9,Detroit Reentry Center prison,State prison,Detroit,Wayne,26163,Michigan,-83.060677,42.4237514,,,56,2,34,1,
7E9477B0,Duane Waters prison hospital,State facility,Jackson,Jackson,26075,Michigan,-84.3877459,42.2983416,,,33,3,0,0,
B8DB522A,Earnest C. Brooks Correctional Facility,State prison,Muskegon Heights,Muskegon,26121,Michigan,-86.1798976,43.2103421,1145,1213,1011,2,109,0,
4C8A9F0F,G. Robert Cotton Correctional Facility,State prison,Jackson,Jackson,26075,Michigan,-84.3875306,42.2883549,1609,1779,956,4,130,0,
1CCC8C1D,Gus Harrison Correctional Facility,State prison,Adrian,Lenawee,26091,Michigan,-84.0067239,41.8869981,1628,2054,1466,7,190,1,
3B776551,Ionia Correctional Facility,State prison,Ionia,Ionia,26067,Michigan,-85.1010417,42.9837145,656,657,324,0,126,0,
B8E14D67,Kinross Correctional Facility,State prison,Kincheloe,Chippewa,26033,Michigan,-84.4547501,46.250561,1303,1549,1304,8,143,0,
BD89B5BE,Lakeland Correctional Facility,State prison,Coldwater,Branch,26023,Michigan,-84.994245,41.9650151,1415,1451,849,24,104,0,
6F048359,Macomb Correctional Facility,State prison,Lenox Township,Macomb,26099,Michigan,-82.7625857,42.7233962,1271,1394,439,5,136,0,
DA527675,Marquette Branch Prison,State prison,Marquette,Marquette,26103,Michigan,-87.3826727,46.5113253,755,897,852,1,183,0,
22323DA0,Michigan Reformatory,State prison,Ionia,Ionia,26067,Michigan,-85.0938433,42.9763345,1111,1222,952,1,128,0,
763A9A8C,Muskegon Correctional Facility,State prison,Muskegon,Muskegon,26121,Michigan,-86.179571,43.2104801,1073,1279,1115,9,101,0,
0777F49C,Newberry Correctional Facility,State prison,Pentland Township,Luce,26095,Michigan,-85.5076344,46.3298483,717,1086,857,1,71,0,
05FFA491,Oaks Correctional Facility,State prison,Manistee,Manistee,26101,Michigan,-86.2705732,44.2457304,1016,1042,771,2,119,0,
63962CB0,Parnall Correctional Facility,State prison,Jackson,Jackson,26075,Michigan,-84.3907741,42.2922093,1250,1664,544,10,114,0,
F20047BF,Richard A. Handlon Correctional Facility,State prison,Ionia,Ionia,26067,Michigan,-85.1060505,42.98248,956,1267,800,3,115,0,
53CFD167,Saginaw Correctional facility,State prison,Saginaw,Saginaw,26145,Michigan,-84.103457,43.5071074,1434,1458,1137,9,141,0,
A053A48C,Saint Louis Correctional Facility,State prison,Saint Louis,Gratiot,26057,Michigan,-84.5926496,43.4120876,1103,1129,840,2,124,0,
5948069F,Thumb Correctional Facility,State prison,Lapeer,Lapeer,26087,Michigan,-83.3484438,43.0352268,991,991,524,9,81,0,
93F7EE54,Women's Huron Valley Correctional Facility,State prison,Ypsilanti,Washtenaw,26161,Michigan,-83.6940059,42.1722571,1955,2023,419,4,123,0,
ED16A64E,Woodland Center Correctional Facility,State prison,Whitmore Lake,Livingston,26093,Michigan,-83.7680106,42.439899,326,428,51,1,87,0,
28C95310,Oakland County Children's Village,State juvenile detention,Pontiac,Oakland,26125,Michigan,-83.3270761,42.6556399,,,15,0,23,0,
799DCC84,Minnesota Correctional Facility – Faribault,State prison,Faribault,Rice,27131,Minnesota,-93.2584991,44.2809333,1641,1985,1196,8,157,0,
A10ADDA5,Minnesota Correctional Facility – Lino Lakes,State prison,Lino Lakes,Anoka,27003,Minnesota,-93.124837,45.1794524,953,1288,357,0,92,0,
6D170ED7,Minnesota Correctional Facility – Moose Lake,State prison,Moose Lake,Carlton,27017,Minnesota,-92.7585504,46.4405678,874,1058,188,1,91,0,
54969A5A,Minnesota Correctional Facility – Oak Park Heights,State prison,Oak Park Heights,Washington,27163,Minnesota,-92.8034569,45.0240239,400,400,98,1,86,0,
53C4858B,Minnesota Correctional Facility – Red Wing,State prison,Red Wing,Goodhue,27049,Minnesota,-92.4972399,44.561183,31,45,1,0,24,0,
F5D4C4E8,Minnesota Correctional Facility – Rush City,State prison,Rush City,Chisago,27025,Minnesota,-92.9472322,45.7082079,939,1006,216,1,81,0,
71C814CB,Minnesota Correctional Facility – Shakopee,State prison,Shakopee,Scott,27139,Minnesota,-93.537983,44.7906534,425,578,25,0,55,0,
7F476FE6,Minnesota Correctional Facility – St. Cloud,State prison,St. Cloud,Sherburne,27141,Minnesota,-94.1189929,45.541875,692,822,881,0,162,0,
4E7D51FE,Minnesota Correctional Facility – Stillwater,State prison,Stillwater,Washington,27163,Minnesota,-92.7883018,45.0277686,1277,1529,989,1,209,0,
330A7B08,Minnesota Correctional Facility – Togo,State prison,Togo,Itasca,27061,Minnesota,-93.2389927,47.7846727,61,66,8,0,4,0,
120C4673,Minnesota Correctional Facility – Willow River,State prison,Willow River,Pine,27115,Minnesota,-92.8289166,46.3526634,87,128,83,0,7,0,
FF0A583B,Minnesota Correctional Facility – Red Wing,State juvenile detention,Red Wing,Goodhue,27049,Minnesota,-92.4972399,44.561183,62,,0,0,0,0,
F295E53A,Mississippi State Penitentiary,State prison,Parchman,Sunflower,28133,Mississippi,-90.4964822,33.9178907,2034,2045,109,6,0,0,
170F23B3,Central Mississippi Correctional Facility,State prison,Pearl,Rankin,28121,Mississippi,-90.0588154,32.2294611,3449,3449,103,9,0,0,
E17D0325,South Mississippi Correctional Institution,State prison,Leakesville,Greene,28041,Mississippi,-88.6059917,31.1767874,2506,2506,395,3,0,0,
679D95F8,East Mississippi Correctional Facility,State prison,Meridian,Lauderdale,28075,Mississippi,-88.7990801,32.3389252,1218,1275,43,4,0,0,
C49902A8,Marshall County Correctional Facillity,State prison,Holly Springs,Marshall,28093,Mississippi,-89.437807,34.7961607,975,975,94,1,0,0,
1861583C,Wilkinson County Correctional Facility,State prison,Woodville,Wilkinson,28157,Mississippi,-91.2773097,31.1382789,851,853,9,0,0,0,
8DC651E0,Alcorn County Regional Correctional Facility,State prison,Corinth,Alcorn,28003,Mississippi,-88.5518458,34.9103402,284,297,0,0,0,0,
A071EF1F,Bolivar County Correctional Facility,State prison,Cleveland,Bolivar,28011,Mississippi,-90.7456334,33.7502655,279,279,2,0,0,0,
AF1704D6,Carroll-Montgomery County/Regional Correctional Facility,State prison,Vaiden,Carroll,28015,Mississippi,-89.7721456,33.3373675,253,257,123,0,0,0,
A501B3D6,Chickasaw County Regional Correctional Facility,State prison,Houston,Chickasaw,28017,Mississippi,-89.0225826,33.9202275,296,303,20,0,0,0,
DB74C000,George-Greene County/Regional Correctional Facility,State prison,Lucedale,George,28039,Mississippi,-88.5873764,30.930456,320,321,235,1,0,0,
0FCBF0B6,Holmes-Humphreys County/Regional Correctional Facility,State prison,Lexington,Holmes,28051,Mississippi,-90.0251149,33.1063782,262,277,0,0,0,0,
5C9F926F,Issaquena County Regional Correctional Facility,State prison,Mayersville,Issaquena,28055,Mississippi,-91.04883,32.9001617,296,296,52,0,0,0,
D8994DCF,Jefferson-Franklin County/Regional Correctional Facility,State prison,Fayette,Jefferson,28063,Mississippi,-91.0751725,31.7002408,259,278,0,0,0,0,
C2308EFD,Kemper-Neshoba County/Regional Correctional Facility,State prison,DeKalb,Kemper,28069,Mississippi,-88.684473,32.770533,302,315,2,0,0,0,
EEDAFFAE,Leake County Correctional Facility,State prison,Carthage,Leake,28079,Mississippi,-89.5233271,32.7333972,241,,74,0,0,0,
D592FDB9,Marion-Walthall County/Regional Correctional Facility,State prison,Columbia,Marion,28091,Mississippi,-89.8360647,31.2491949,374,392,15,0,0,0,
063DABC6,Stone County Correctional Facility,State prison,Wiggins,Stone,28131,Mississippi,-89.1347592,30.8356973,264,274,12,0,11,0,
0AC03377,Washington County/Regional Correctional Facility,State prison,Greenville,Washington,28151,Mississippi,-91.1360318,33.3342039,134,137,85,0,0,0,
A1B03C26,Winston-Choctaw County/Regional Correctional Facility,State prison,Louisville,Winston,28159,Mississippi,-89.0550561,33.1695121,239,239,18,0,0,0,
4DB76972,Yazoo County Correctional Facility,State prison,Yazoo City,Yazoo,28163,Mississippi,-90.4307198,32.8481395,279,281,27,0,0,0,
776A0D8E,Forrest County Community Work Center,State prison,Hattiesburg,Forrest,28035,Mississippi,-89.2824317,31.3157219,96,,0,0,0,0,
026C23CE,Harrison County  Community Work Center,State prison,Gulfport,Harrison,28047,Mississippi,-89.0689316,30.3956386,102,,0,0,0,0,
A13F34A3,Leflore County Technical Violation Center,State prison,Greenwood,Leflore,28083,Mississippi,-90.2117442,33.4803268,,,0,0,0,0,
157AFF27,Madison County  Community Work Center,State prison,Canton,Forrest,28035,Mississippi,-89.2824317,31.3157219,62,,0,0,0,0,
6648C823,Noxubee County Community Work Center,State prison,Macon,Noxubee,28103,Mississippi,-88.5680742,33.118934,58,,0,0,0,0,
F09DF66F,Pike County Community Work Center,State prison,Magnolia,Pike,28113,Mississippi,-90.4550738,31.1737475,93,,0,0,0,0,
60D26736,Quitman County Community Work Center,State prison,Lambert,Quitman,28119,Mississippi,-90.276864,34.1542968,93,,0,0,0,0,
33D675FF,Wilkinson County Community Work Center,State prison,Woodville,Wilkinson,28157,Mississippi,-91.2859533,31.0840035,62,,0,0,0,0,
64DD6F6E,Flowood Community Work Center/Restitution Center,State prison,Flowood,Hinds,28049,Mississippi,-90.1931589,32.2966774,,,0,0,0,0,
FCD4D029,Greenwood Restitution Center,State prison,Greenwood,Leflore,28083,Mississippi,-90.1498603,33.5218669,,,0,0,0,0,
9B9D94E2,Hinds County Restitution Center,State prison,Jackson,Hinds,28049,Mississippi,-90.1931589,32.2966774,6,,0,0,0,0,
DE89E81A,Pascagoula Restitution Center,State prison,Pascagoula,Jackson,28059,Mississippi,-88.5457195,30.3717626,4,,0,0,0,0,
7E59D221,Delta Correctional Facility,State prison,Greenwood,Leflore,28083,Mississippi,-90.2117442,33.4803268,198,198,4,0,0,0,
1C49236A,Tallahatchie County Correctional Facility,State prison,Tutwiler,Tallahatchie,28135,Mississippi,-90.4462632,34.0269812,462,781,47,0,0,0,
FF9F235C,George County State Work Program,Low-security work release,Lucedale,George,28039,Mississippi,-88.5873764,30.930456,,,1,0,0,0,
A257E3F2,Algoa Correctional Center,State prison,Jefferson City,Cole,29051,Missouri,-92.0523804,38.5525913,800,917,143,0,65,0,
43ADFAC1,Boonville Correctional Center,State prison,Boonville,Cooper,29053,Missouri,-92.7295772,38.9775361,652,720,160,0,93,0,
FF27C2E3,Chillicothe Correctional Center,State prison,Chillicothe,Livingston,29117,Missouri,-93.5389465,39.8322505,1084,1238,300,0,120,0,
6FD9BD15,Crossroads Correctional Center,State prison,Cameron,DeKalb,29063,Missouri,-94.2229555,39.7638595,,,1,0,0,0,
9407D234,Cremer Therapeutic Community Center,State prison,Fulton,Callaway,29027,Missouri,-91.938275,38.8450197,47,,27,0,14,0,
BCD3543B,"Eastern Reception, Diagnostic and Correctional Center",State prison,Bonne Terre,St. Francois,29187,Missouri,-90.5145912,37.9237412,2438,,574,0,489,0,
1771B361,Farmington Correctional Center,State prison,Farmington,St. Francois,29187,Missouri,-90.4371795,37.769001,1979,2191,538,0,219,0,
341C2583,Fulton Reception and Diagnostic Center prison,State prison,Fulton,Callaway,29027,Missouri,-91.9241104,38.8448066,1617,,804,0,105,0,
E86AF798,Jefferson City Correctional Center,State prison,Jefferson City,Cole,29051,Missouri,-92.0482689,38.5493905,1808,1904,353,0,142,0,
