fips,state,county,stateiso
19065,Iowa,Fayette County,IA
19067,Iowa,Floyd County,IA
19069,Iowa,Franklin County,IA
19071,Iowa,Fremont County,IA
19073,Iowa,Greene County,IA
19075,Iowa,Grundy County,IA
19077,Iowa,Guthrie County,IA
19079,Iowa,Hamilton County,IA
19081,Iowa,Hancock County,IA
19083,Iowa,Hardin County,IA
19085,Iowa,Harrison County,IA
19087,Iowa,Henry County,IA
19089,Iowa,Howard County,IA
19091,Iowa,Humboldt County,IA
19093,Iowa,Ida County,IA
19095,Iowa,Iowa County,IA
19097,Iowa,Jackson County,IA
19099,Iowa,Jasper County,IA
19101,Iowa,Jefferson County,IA
19103,Iowa,Johnson County,IA
19105,Iowa,Jones County,IA
19107,Iowa,Keokuk County,IA
19109,Iowa,Kossuth County,IA
19111,Iowa,Lee County,IA
19113,Iowa,Linn County,IA
19115,Iowa,Louisa County,IA
19117,Iowa,Lucas County,IA
19119,Iowa,Lyon County,IA
19121,Iowa,Madison County,IA
19123,Iowa,Mahaska County,IA
19125,Iowa,Marion County,IA
19127,Iowa,Marshall County,IA
19129,Iowa,Mills County,IA
19131,Iowa,Mitchell County,IA
19133,Iowa,Monona County,IA
19135,Iowa,Monroe County,IA
19137,Iowa,Montgomery County,IA
19139,Iowa,Muscatine County,IA
19141,Iowa,O'Brien County,IA
19143,Iowa,Osceola County,IA
19145,Iowa,Page County,IA
19147,Iowa,Palo Alto County,IA
19149,Iowa,Plymouth County,IA
19151,Iowa,Pocahontas County,IA
19153,Iowa,Polk County,IA
19155,Iowa,Pottawattamie County,IA
19157,Iowa,Poweshiek County,IA
19159,Iowa,Ringgold County,IA
19161,Iowa,Sac County,IA
19163,Iowa,Scott County,IA
19165,Iowa,Shelby County,IA
19167,Iowa,Sioux County,IA
19169,Iowa,Story County,IA
19171,Iowa,Tama County,IA
19173,Iowa,Taylor County,IA
19175,Iowa,Union County,IA
19177,Iowa,Van Buren County,IA
19179,Iowa,Wapello County,IA
19181,Iowa,Warren County,IA
19183,Iowa,Washington County,IA
19185,Iowa,Wayne County,IA
19187,Iowa,Webster County,IA
19189,Iowa,Winnebago County,IA
19191,Iowa,Winneshiek County,IA
19193,Iowa,Woodbury County,IA
19195,Iowa,Worth County,IA
19197,Iowa,Wright County,IA
20001,Kansas,Allen County,KS
20003,Kansas,Anderson County,KS
20005,Kansas,Atchison County,KS
20007,Kansas,Barber County,KS
20009,Kansas,Barton County,KS
20011,Kansas,Bourbon County,KS
20013,Kansas,Brown County,KS
20015,Kansas,Butler County,KS
20017,Kansas,Chase County,KS
20019,Kansas,Chautauqua County,KS
20021,Kansas,Cherokee County,KS
20023,Kansas,Cheyenne County,KS
20025,Kansas,Clark County,KS
20027,Kansas,Clay County,KS
20029,Kansas,Cloud County,KS
20031,Kansas,Coffey County,KS
20033,Kansas,Comanche County,KS
20035,Kansas,Cowley County,KS
20037,Kansas,Crawford County,KS
20039,Kansas,Decatur County,KS
20041,Kansas,Dickinson County,KS
20043,Kansas,Doniphan County,KS
20045,Kansas,Douglas County,KS
20047,Kansas,Edwards County,KS
20049,Kansas,Elk County,KS
20051,Kansas,Ellis County,KS
20053,Kansas,Ellsworth County,KS
20055,Kansas,Finney County,KS
20057,Kansas,Ford County,KS
20059,Kansas,Franklin County,KS
20061,Kansas,Geary County,KS
20063,Kansas,Gove County,KS
20065,Kansas,Graham County,KS
20067,Kansas,Grant County,KS
20069,Kansas,Gray County,KS
20071,Kansas,Greeley County,KS
20073,Kansas,Greenwood County,KS
20075,Kansas,Hamilton County,KS
20077,Kansas,Harper County,KS
20079,Kansas,Harvey County,KS
20081,Kansas,Haskell County,KS
20083,Kansas,Hodgeman County,KS
20085,Kansas,Jackson County,KS
20087,Kansas,Jefferson County,KS
20089,Kansas,Jewell County,KS
20091,Kansas,Johnson County,KS
20093,Kansas,Kearny County,KS
20095,Kansas,Kingman County,KS
20097,Kansas,Kiowa County,KS
20099,Kansas,Labette County,KS
20101,Kansas,Lane County,KS
20103,Kansas,Leavenworth County,KS
20105,Kansas,Lincoln County,KS
20107,Kansas,Linn County,KS
20109,Kansas,Logan County,KS
20111,Kansas,Lyon County,KS
20113,Kansas,McPherson County,KS
20115,Kansas,Marion County,KS
20117,Kansas,Marshall County,KS
20119,Kansas,Meade County,KS
20121,Kansas,Miami County,KS
20123,Kansas,Mitchell County,KS
20125,Kansas,Montgomery County,KS
20127,Kansas,Morris County,KS
20129,Kansas,Morton County,KS
20131,Kansas,Nemaha County,KS
20133,Kansas,Neosho County,KS
20135,Kansas,Ness County,KS
20137,Kansas,Norton County,KS
20139,Kansas,Osage County,KS
20141,Kansas,Osborne County,KS
20143,Kansas,Ottawa County,KS
20145,Kansas,Pawnee County,KS
20147,Kansas,Phillips County,KS
20149,Kansas,Pottawatomie County,KS
20151,Kansas,Pratt County,KS
20153,Kansas,Rawlins County,KS
20155,Kansas,Reno County,KS
20157,Kansas,Republic County,KS
20159,Kansas,Rice County,KS
20161,Kansas,Riley County,KS
20163,Kansas,Rooks County,KS
20165,Kansas,Rush County,KS
20167,Kansas,Russell County,KS
20169,Kansas,Saline County,KS
20171,Kansas,Scott County,KS
20173,Kansas,Sedgwick County,KS
20175,Kansas,Seward County,KS
20177,Kansas,Shawnee County,KS
20179,Kansas,Sheridan County,KS
20181,Kansas,Sherman County,KS
20183,Kansas,Smith County,KS
20185,Kansas,Stafford County,KS
20187,Kansas,Stanton County,KS
20189,Kansas,Stevens County,KS
20191,Kansas,Sumner County,KS
20193,Kansas,Thomas County,KS
20195,Kansas,Trego County,KS
20197,Kansas,Wabaunsee County,KS
20199,Kansas,Wallace County,KS
20201,Kansas,Washington County,KS
20203,Kansas,Wichita County,KS
20205,Kansas,Wilson County,KS
20207,Kansas,Woodson County,KS
20209,Kansas,Wyandotte County,KS
21001,Kentucky,Adair County,KY
21003,Kentucky,Allen County,KY
21005,Kentucky,Anderson County,KY
21007,Kentucky,Ballard County,KY
21009,Kentucky,Barren County,KY
21011,Kentucky,Bath County,KY
21013,Kentucky,Bell County,KY
21015,Kentucky,Boone County,KY
21017,Kentucky,Bourbon County,KY
21019,Kentucky,Boyd County,KY
21021,Kentucky,Boyle County,KY
21023,Kentucky,Bracken County,KY
21025,Kentucky,Breathitt County,KY
21027,Kentucky,Breckinridge County,KY
21029,Kentucky,Bullitt County,KY
21031,Kentucky,Butler County,KY
21033,Kentucky,Caldwell County,KY
21035,Kentucky,Calloway County,KY
21037,Kentucky,Campbell County,KY
21039,Kentucky,Carlisle County,KY
21041,Kentucky,Carroll County,KY
21043,Kentucky,Carter County,KY
21045,Kentucky,Casey County,KY
21047,Kentucky,Christian County,KY
21049,Kentucky,Clark County,KY
21051,Kentucky,Clay County,KY
21053,Kentucky,Clinton County,KY
21055,Kentucky,Crittenden County,KY
21057,Kentucky,Cumberland County,KY
21059,Kentucky,Daviess County,KY
21061,Kentucky,Edmonson County,KY
21063,Kentucky,Elliott County,KY
21065,Kentucky,Estill County,KY
21067,Kentucky,Fayette County,KY
21069,Kentucky,Fleming County,KY
21071,Kentucky,Floyd County,KY
21073,Kentucky,Franklin County,KY
21075,Kentucky,Fulton County,KY
21077,Kentucky,Gallatin County,KY
21079,Kentucky,Garrard County,KY
21081,Kentucky,Grant County,KY
21083,Kentucky,Graves County,KY
21085,Kentucky,Grayson County,KY
21087,Kentucky,Green County,KY
21089,Kentucky,Greenup County,KY
21091,Kentucky,Hancock County,KY
21093,Kentucky,Hardin County,KY
21095,Kentucky,Harlan County,KY
21097,Kentucky,Harrison County,KY
21099,Kentucky,Hart County,KY
21101,Kentucky,Henderson County,KY
21103,Kentucky,Henry County,KY
21105,Kentucky,Hickman County,KY
21107,Kentucky,Hopkins County,KY
21109,Kentucky,Jackson County,KY
21111,Kentucky,Jefferson County,KY
21113,Kentucky,Jessamine County,KY
21115,Kentucky,Johnson County,KY
21117,Kentucky,Kenton County,KY
21119,Kentucky,Knott County,KY
21121,Kentucky,Knox County,KY
21123,Kentucky,Larue County,KY
21125,Kentucky,Laurel County,KY
21127,Kentucky,Lawrence County,KY
21129,Kentucky,Lee County,KY
21131,Kentucky,Leslie County,KY
21133,Kentucky,Letcher County,KY
21135,Kentucky,Lewis County,KY
21137,Kentucky,Lincoln County,KY
21139,Kentucky,Livingston County,KY
21141,Kentucky,Logan County,KY
21143,Kentucky,Lyon County,KY
21145,Kentucky,McCracken County,KY
21147,Kentucky,McCreary County,KY
21149,Kentucky,McLean County,KY
21151,Kentucky,Madison County,KY
21153,Kentucky,Magoffin County,KY
21155,Kentucky,Marion County,KY
21157,Kentucky,Marshall County,KY
21159,Kentucky,Martin County,KY
21161,Kentucky,Mason County,KY
21163,Kentucky,Meade County,KY
21165,Kentucky,Menifee County,KY
21167,Kentucky,Mercer County,KY
21169,Kentucky,Metcalfe County,KY
21171,Kentucky,Monroe County,KY
21173,Kentucky,Montgomery County,KY
21175,Kentucky,Morgan County,KY
21177,Kentucky,Muhlenberg County,KY
21179,Kentucky,Nelson County,KY
21181,Kentucky,Nicholas County,KY
21183,Kentucky,Ohio County,KY
21185,Kentucky,Oldham County,KY
21187,Kentucky,Owen County,KY
21189,Kentucky,Owsley County,KY
21191,Kentucky,Pendleton County,KY
21193,Kentucky,Perry County,KY
21195,Kentucky,Pike County,KY
21197,Kentucky,Powell County,KY
21199,Kentucky,Pulaski County,KY
21201,Kentucky,Robertson County,KY
21203,Kentucky,Rockcastle County,KY
21205,Kentucky,Rowan County,KY
21207,Kentucky,Russell County,KY
21209,Kentucky,Scott County,KY
21211,Kentucky,Shelby County,KY
21213,Kentucky,Simpson County,KY
21215,Kentucky,Spencer County,KY
21217,Kentucky,Taylor County,KY
21219,Kentucky,Todd County,KY
21221,Kentucky,Trigg County,KY
21223,Kentucky,Trimble County,KY
21225,Kentucky,Union County,KY
21227,Kentucky,Warren County,KY
21229,Kentucky,Washington County,KY
21231,Kentucky,Wayne County,KY
21233,Kentucky,Webster County,KY
21235,Kentucky,Whitley County,KY
21237,Kentucky,Wolfe County,KY
21239,Kentucky,Woodford County,KY
22001,Louisiana,Acadia Parish,LA
22003,Louisiana,Allen Parish,LA
22005,Louisiana,Ascension Parish,LA
22007,Louisiana,Assumption Parish,LA
22009,Louisiana,Avoyelles Parish,LA
22011,Louisiana,Beauregard Parish,LA
22013,Louisiana,Bienville Parish,LA
22015,Louisiana,Bossier Parish,LA
22017,Louisiana,Caddo Parish,LA
22019,Louisiana,Calcasieu Parish,LA
22021,Louisiana,Caldwell Parish,LA
22023,Louisiana,Cameron Parish,LA
22025,Louisiana,Catahoula Parish,LA
22027,Louisiana,Claiborne Parish,LA
22029,Louisiana,Concordia Parish,LA
22031,Louisiana,De Soto Parish,LA
22033,Louisiana,East Baton Rouge Parish,LA
22035,Louisiana,East Carroll Parish,LA
22037,Louisiana,East Feliciana Parish,LA
22039,Louisiana,Evangeline Parish,LA
22041,Louisiana,Franklin Parish,LA
22043,Louisiana,Grant Parish,LA
22045,Louisiana,Iberia Parish,LA
22047,Louisiana,Iberville Parish,LA
22049,Louisiana,Jackson Parish,LA
22051,Louisiana,Jefferson Parish,LA
22053,Louisiana,Jefferson Davis Parish,LA
22055,Louisiana,Lafayette Parish,LA
22057,Louisiana,Lafourche Parish,LA
22059,Louisiana,LaSalle Parish,LA
22061,Louisiana,Lincoln Parish,LA
22063,Louisiana,Livingston Parish,LA
22065,Louisiana,Madison Parish,LA
22067,Louisiana,Morehouse Parish,LA
22069,Louisiana,Natchitoches Parish,LA
22071,Louisiana,Orleans Parish,LA
22073,Louisiana,Ouachita Parish,LA
22075,Louisiana,Plaquemines Parish,LA
22077,Louisiana,Pointe Coupee Parish,LA
22079,Louisiana,Rapides Parish,LA
22081,Louisiana,Red River Parish,LA
22083,Louisiana,Richland Parish,LA
22085,Louisiana,Sabine Parish,LA
22087,Louisiana,St. Bernard Parish,LA
22089,Louisiana,St. Charles Parish,LA
22091,Louisiana,St. Helena Parish,LA
22093,Louisiana,St. James Parish,LA
22095,Louisiana,St. John the Baptist Parish,LA
22097,Louisiana,St. Landry Parish,LA
22099,Louisiana,St. Martin Parish,LA
22101,Louisiana,St. Mary Parish,LA
22103,Louisiana,St. Tammany Parish,LA
22105,Louisiana,Tangipahoa Parish,LA
22107,Louisiana,Tensas Parish,LA
22109,Louisiana,Terrebonne Parish,LA
22111,Louisiana,Union Parish,LA
22113,Louisiana,Vermilion Parish,LA
22115,Louisiana,Vernon Parish,LA
22117,Louisiana,Washington Parish,LA
22119,Louisiana,Webster Parish,LA
22121,Louisiana,West Baton Rouge Parish,LA
22123,Louisiana,West Carroll Parish,LA
22125,Louisiana,West Feliciana Parish,LA
22127,Louisiana,Winn Parish,LA
23001,Maine,Androscoggin County,ME
23003,Maine,Aroostook County,ME
23005,Maine,Cumberland County,ME
23007,Maine,Franklin County,ME
23009,Maine,Hancock County,ME
23011,Maine,Kennebec County,ME
23013,Maine,Knox County,ME
23015,Maine,Lincoln County,ME
23017,Maine,Oxford County,ME
23019,Maine,Penobscot County,ME
23021,Maine,Piscataquis County,ME
23023,Maine,Sagadahoc County,ME
23025,Maine,Somerset County,ME
23027,Maine,Waldo County,ME
23029,Maine,Washington County,ME
23031,Maine,York County,ME
24001,Maryland,Allegany County,MD
24003,Maryland,Anne Arundel County,MD
24005,Maryland,Baltimore County,MD
24009,Maryland,Calvert County,MD
24011,Maryland,Caroline County,MD
24013,Maryland,Carroll County,MD
24015,Maryland,Cecil County,MD
24017,Maryland,Charles County,MD
24019,Maryland,Dorchester County,MD
24021,Maryland,Frederick County,MD
24023,Maryland,Garrett County,MD
24025,Maryland,Harford County,MD
24027,Maryland,Howard County,MD
24029,Maryland,Kent County,MD
24031,Maryland,Montgomery County,MD
24033,Maryland,Prince George's County,MD
24035,Maryland,Queen Anne's County,MD
24037,Maryland,St. Mary's County,MD
24039,Maryland,Somerset County,MD
24041,Maryland,Talbot County,MD
24043,Maryland,Washington County,MD
24045,Maryland,Wicomico County,MD
24047,Maryland,Worcester County,MD
24510,Maryland,Baltimore city,MD
25001,Massachusetts,Barnstable County,MA
25003,Massachusetts,Berkshire County,MA
25005,Massachusetts,Bristol County,MA
25007,Massachusetts,Dukes County,MA
25009,Massachusetts,Essex County,MA
25011,Massachusetts,Franklin County,MA
25013,Massachusetts,Hampden County,MA
25015,Massachusetts,Hampshire County,MA
25017,Massachusetts,Middlesex County,MA
25019,Massachusetts,Nantucket County,MA
25021,Massachusetts,Norfolk County,MA
25023,Massachusetts,Plymouth County,MA
25025,Massachusetts,Suffolk County,MA
25027,Massachusetts,Worcester County,MA
26001,Michigan,Alcona County,MI
26003,Michigan,Alger County,MI
26005,Michigan,Allegan County,MI
26007,Michigan,Alpena County,MI
26009,Michigan,Antrim County,MI
26011,Michigan,Arenac County,MI
26013,Michigan,Baraga County,MI
26015,Michigan,Barry County,MI
26017,Michigan,Bay County,MI
26019,Michigan,Benzie County,MI
26021,Michigan,Berrien County,MI
26023,Michigan,Branch County,MI
26025,Michigan,Calhoun County,MI
26027,Michigan,Cass County,MI
26029,Michigan,Charlevoix County,MI
26031,Michigan,Cheboygan County,MI
26033,Michigan,Chippewa County,MI
26035,Michigan,Clare County,MI
26037,Michigan,Clinton County,MI
26039,Michigan,Crawford County,MI
26041,Michigan,Delta County,MI
26043,Michigan,Dickinson County,MI
26045,Michigan,Eaton County,MI
26047,Michigan,Emmet County,MI
26049,Michigan,Genesee County,MI
26051,Michigan,Gladwin County,MI
26053,Michigan,Gogebic County,MI
26055,Michigan,Grand Traverse County,MI
26057,Michigan,Gratiot County,MI
26059,Michigan,Hillsdale County,MI
26061,Michigan,Houghton County,MI
26063,Michigan,Huron County,MI
26065,Michigan,Ingham County,MI
26067,Michigan,Ionia County,MI
26069,Michigan,Iosco County,MI
26071,Michigan,Iron County,MI
26073,Michigan,Isabella County,MI
26075,Michigan,Jackson County,MI
26077,Michigan,Kalamazoo County,MI
26079,Michigan,Kalkaska County,MI
26081,Michigan,Kent County,MI
26083,Michigan,Keweenaw County,MI
26085,Michigan,Lake County,MI
26087,Michigan,Lapeer County,MI
26089,Michigan,Leelanau County,MI
26091,Michigan,Lenawee County,MI
26093,Michigan,Livingston County,MI
26095,Michigan,Luce County,MI
26097,Michigan,Mackinac County,MI
26099,Michigan,Macomb County,MI
26101,Michigan,Manistee County,MI
26103,Michigan,Marquette County,MI
26105,Michigan,Mason County,MI
26107,Michigan,Mecosta County,MI
26109,Michigan,Menominee County,MI
26111,Michigan,Midland County,MI
26113,Michigan,Missaukee County,MI
26115,Michigan,Monroe County,MI
26117,Michigan,Montcalm County,MI
26119,Michigan,Montmorency County,MI
26121,Michigan,Muskegon County,MI
26123,Michigan,Newaygo County,MI
26125,Michigan,Oakland County,MI
26127,Michigan,Oceana County,MI
26129,Michigan,Ogemaw County,MI
26131,Michigan,Ontonagon County,MI
26133,Michigan,Osceola County,MI
26135,Michigan,Oscoda County,MI
26137,Michigan,Otsego County,MI
26139,Michigan,Ottawa County,MI
26141,Michigan,Presque Isle County,MI
26143,Michigan,Roscommon County,MI
26145,Michigan,Saginaw County,MI
26147,Michigan,St. Clair County,MI
26149,Michigan,St. Joseph County,MI
26151,Michigan,Sanilac County,MI
26153,Michigan,Schoolcraft County,MI
26155,Michigan,Shiawassee County,MI
26157,Michigan,Tuscola County,MI
26159,Michigan,Van Buren County,MI
26161,Michigan,Washtenaw County,MI
26163,Michigan,Wayne County,MI
26165,Michigan,Wexford County,MI
27001,Minnesota,Aitkin County,MN
27003,Minnesota,Anoka County,MN
27005,Minnesota,Becker County,MN
27007,Minnesota,Beltrami County,MN
27009,Minnesota,Benton County,MN
27011,Minnesota,Big Stone County,MN
27013,Minnesota,Blue Earth County,MN
27015,Minnesota,Brown County,MN
27017,Minnesota,Carlton County,MN
27019,Minnesota,Carver County,MN
27021,Minnesota,Cass County,MN
27023,Minnesota,Chippewa County,MN
27025,Minnesota,Chisago County,MN
27027,Minnesota,Clay County,MN
27029,Minnesota,Clearwater County,MN
27031,Minnesota,Cook County,MN
27033,Minnesota,Cottonwood County,MN
27035,Minnesota,Crow Wing County,MN
27037,Minnesota,Dakota County,MN
27039,Minnesota,Dodge County,MN
27041,Minnesota,Douglas County,MN
27043,Minnesota,Faribault County,MN
27045,Minnesota,Fillmore County,MN
27047,Minnesota,Freeborn County,MN
27049,Minnesota,Goodhue County,MN
27051,Minnesota,Grant County,MN
27053,Minnesota,Hennepin County,MN
27055,Minnesota,Houston County,MN
27057,Minnesota,Hubbard County,MN
27059,Minnesota,Isanti County,MN
27061,Minnesota,Itasca County,MN
27063,Minnesota,Jackson County,MN
27065,Minnesota,Kanabec County,MN
27067,Minnesota,Kandiyohi County,MN
27069,Minnesota,Kittson County,MN
27071,Minnesota,Koochiching County,MN
27073,Minnesota,Lac qui Parle County,MN
27075,Minnesota,Lake County,MN
27077,Minnesota,Lake of the Woods County,MN
27079,Minnesota,Le Sueur County,MN
27081,Minnesota,Lincoln County,MN
27083,Minnesota,Lyon County,MN
27085,Minnesota,McLeod County,MN
27087,Minnesota,Mahnomen County,MN
27089,Minnesota,Marshall County,MN
27091,Minnesota,Martin County,MN
27093,Minnesota,Meeker County,MN
27095,Minnesota,Mille Lacs County,MN
27097,Minnesota,Morrison County,MN
27099,Minnesota,Mower County,MN
27101,Minnesota,Murray County,MN
27103,Minnesota,Nicollet County,MN
27105,Minnesota,Nobles County,MN
27107,Minnesota,Norman County,MN
27109,Minnesota,Olmsted County,MN
27111,Minnesota,Otter Tail County,MN
27113,Minnesota,Pennington County,MN
27115,Minnesota,Pine County,MN
27117,Minnesota,Pipestone County,MN
27119,Minnesota,Polk County,MN
27121,Minnesota,Pope County,MN
27123,Minnesota,Ramsey County,MN
27125,Minnesota,Red Lake County,MN
27127,Minnesota,Redwood County,MN
27129,Minnesota,Renville County,MN
27131,Minnesota,Rice County,MN
27133,Minnesota,Rock County,MN
27135,Minnesota,Roseau County,MN
27137,Minnesota,St. Louis County,MN
27139,Minnesota,Scott County,MN
27141,Minnesota,Sherburne County,MN
27143,Minnesota,Sibley County,MN
27145,Minnesota,Stearns County,MN
27147,Minnesota,Steele County,MN
27149,Minnesota,Stevens County,MN
27151,Minnesota,Swift County,MN
27153,Minnesota,Todd County,MN
27155,Minnesota,Traverse County,MN
27157,Minnesota,Wabasha County,MN
27159,Minnesota,Wadena County,MN
27161,Minnesota,Waseca County,MN
27163,Minnesota,Washington County,MN
27165,Minnesota,Watonwan County,MN
27167,Minnesota,Wilkin County,MN
27169,Minnesota,Winona County,MN
27171,Minnesota,Wright County,MN
27173,Minnesota,Yellow Medicine County,MN
28001,Mississippi,Adams County,MS
28003,Mississippi,Alcorn County,MS
28005,Mississippi,Amite County,MS
28007,Mississippi,Attala County,MS
28009,Mississippi,Benton County,MS
28011,Mississippi,Bolivar County,MS
28013,Mississippi,Calhoun County,MS
28015,Mississippi,Carroll County,MS
28017,Mississippi,Chickasaw County,MS
28019,Mississippi,Choctaw County,MS
28021,Mississippi,Claiborne County,MS
28023,Mississippi,Clarke County,MS
28025,Mississippi,Clay County,MS
28027,Mississippi,Coahoma County,MS
28029,Mississippi,Copiah County,MS
28031,Mississippi,Covington County,MS
28033,Mississippi,DeSoto County,MS
28035,Mississippi,Forrest County,MS
28037,Mississippi,Franklin County,MS
28039,Mississippi,George County,MS
28041,Mississippi,Greene County,MS
28043,Mississippi,Grenada County,MS
28045,Mississippi,Hancock County,MS
28047,Mississippi,Harrison County,MS
28049,Mississippi,Hinds County,MS
28051,Mississippi,Holmes County,MS
28053,Mississippi,Humphreys County,MS
28055,Mississippi,Issaquena County,MS
28057,Mississippi,Itawamba County,MS
28059,Mississippi,Jackson County,MS
28061,Mississippi,Jasper County,MS
28063,Mississippi,Jefferson County,MS
28065,Mississippi,Jefferson Davis County,MS
28067,Mississippi,Jones County,MS
28069,Mississippi,Kemper County,MS
28071,Mississippi,Lafayette County,MS
28073,Mississippi,Lamar County,MS
28075,Mississippi,Lauderdale County,MS
28077,Mississippi,Lawrence County,MS
28079,Mississippi,Leake County,MS
28081,Mississippi,Lee County,MS
28083,Mississippi,Leflore County,MS
28085,Mississippi,Lincoln County,MS
28087,Mississippi,Lowndes County,MS
28089,Mississippi,Madison County,MS
28091,Mississippi,Marion County,MS
28093,Mississippi,Marshall County,MS
28095,Mississippi,Monroe County,MS
28097,Mississippi,Montgomery County,MS
28099,Mississippi,Neshoba County,MS
28101,Mississippi,Newton County,MS
28103,Mississippi,Noxubee County,MS
28105,Mississippi,Oktibbeha County,MS
28107,Mississippi,Panola County,MS
28109,Mississippi,Pearl River County,MS
28111,Mississippi,Perry County,MS
28113,Mississippi,Pike County,MS
28115,Mississippi,Pontotoc County,MS
28117,Mississippi,Prentiss County,MS
28119,Mississippi,Quitman County,MS
28121,Mississippi,Rankin County,MS
28123,Mississippi,Scott County,MS
28125,Mississippi,Sharkey County,MS
28127,Mississippi,Simpson County,MS
28129,Mississippi,Smith County,MS
28131,Mississippi,Stone County,MS
28133,Mississippi,Sunflower County,MS
28135,Mississippi,Tallahatchie County,MS
28137,Mississippi,Tate County,MS
28139,Mississippi,Tippah County,MS
28141,Mississippi,Tishomingo County,MS
28143,Mississippi,Tunica County,MS
28145,Mississippi,Union County,MS
28147,Mississippi,Walthall County,MS
28149,Mississippi,Warren County,MS
28151,Mississippi,Washington County,MS
28153,Mississippi,Wayne County,MS
28155,Mississippi,Webster County,MS
28157,Mississippi,Wilkinson County,MS
28159,Mississippi,Winston County,MS
28161,Mississippi,Yalobusha County,MS
28163,Mississippi,Yazoo County,MS
29001,Missouri,Adair County,MO
29003,Missouri,Andrew County,MO
29005,Missouri,Atchison County,MO
29007,Missouri,Audrain County,MO
29009,Missouri,Barry County,MO
29011,Missouri,Barton County,MO
29013,Missouri,Bates County,MO
29015,Missouri,Benton County,MO
29017,Missouri,Bollinger County,MO
29019,Missouri,Boone County,MO
29021,Missouri,Buchanan County,MO
29023,Missouri,Butler County,MO
29025,Missouri,Caldwell County,MO
29027,Missouri,Callaway County,MO
29029,Missouri,Camden County,MO
29031,Missouri,Cape Girardeau County,MO
29033,Missouri,Carroll County,MO
29035,Missouri,Carter County,MO
29037,Missouri,Cass County,MO
29039,Missouri,Cedar County,MO
29041,Missouri,Chariton County,MO
29043,Missouri,Christian County,MO
29045,Missouri,Clark County,MO
29047,Missouri,Clay County,MO
29049,Missouri,Clinton County,MO
29051,Missouri,Cole County,MO
29053,Missouri,Cooper County,MO
29055,Missouri,Crawford County,MO
29057,Missouri,Dade County,MO
29059,Missouri,Dallas County,MO
29061,Missouri,Daviess County,MO
29063,Missouri,DeKalb County,MO
29065,Missouri,Dent County,MO
29067,Missouri,Douglas County,MO
29069,Missouri,Dunklin County,MO
29071,Missouri,Franklin County,MO
29073,Missouri,Gasconade County,MO
29075,Missouri,Gentry County,MO
29077,Missouri,Greene County,MO
29079,Missouri,Grundy County,MO
29081,Missouri,Harrison County,MO
29083,Missouri,Henry County,MO
29085,Missouri,Hickory County,MO
29087,Missouri,Holt County,MO
29089,Missouri,Howard County,MO
29091,Missouri,Howell County,MO
29093,Missouri,Iron County,MO
29095,Missouri,Jackson County,MO
29097,Missouri,Jasper County,MO
29099,Missouri,Jefferson County,MO
29101,Missouri,Johnson County,MO
29103,Missouri,Knox County,MO
29105,Missouri,Laclede County,MO
29107,Missouri,Lafayette County,MO
29109,Missouri,Lawrence County,MO
29111,Missouri,Lewis County,MO
29113,Missouri,Lincoln County,MO
29115,Missouri,Linn County,MO
29117,Missouri,Livingston County,MO
29119,Missouri,McDonald County,MO
29121,Missouri,Macon County,MO
29123,Missouri,Madison County,MO
29125,Missouri,Maries County,MO
29127,Missouri,Marion County,MO
29129,Missouri,Mercer County,MO
29131,Missouri,Miller County,MO
29133,Missouri,Mississippi County,MO
29135,Missouri,Moniteau County,MO
29137,Missouri,Monroe County,MO
29139,Missouri,Montgomery County,MO
29141,Missouri,Morgan County,MO
29143,Missouri,New Madrid County,MO
29145,Missouri,Newton County,MO
29147,Missouri,Nodaway County,MO
29149,Missouri,Oregon County,MO
29151,Missouri,Osage County,MO
29153,Missouri,Ozark County,MO
29155,Missouri,Pemiscot County,MO
29157,Missouri,Perry County,MO
29159,Missouri,Pettis County,MO
29161,Missouri,Phelps County,MO
29163,Missouri,Pike County,MO
29165,Missouri,Platte County,MO
29167,Missouri,Polk County,MO
29169,Missouri,Pulaski County,MO
29171,Missouri,Putnam County,MO
29173,Missouri,Ralls County,MO
29175,Missouri,Randolph County,MO
29177,Missouri,Ray County,MO
29179,Missouri,Reynolds County,MO
29181,Missouri,Ripley County,MO
29183,Missouri,St. Charles County,MO
29185,Missouri,St. Clair County,MO
29186,Missouri,Ste. Genevieve County,MO
29187,Missouri,St. Francois County,MO
29189,Missouri,St. Louis County,MO
29195,Missouri,Saline County,MO
29197,Missouri,Schuyler County,MO
29199,Missouri,Scotland County,MO
29201,Missouri,Scott County,MO
29203,Missouri,Shannon County,MO
29205,Missouri,Shelby County,MO
29207,Missouri,Stoddard County,MO
29209,Missouri,Stone County,MO
29211,Missouri,Sullivan County,MO
29213,Missouri,Taney County,MO
29215,Missouri,Texas County,MO
29217,Missouri,Vernon County,MO
29219,Missouri,Warren County,MO
29221,Missouri,Washington County,MO
29223,Missouri,Wayne County,MO
29225,Missouri,Webster County,MO
29227,Missouri,Worth County,MO
29229,Missouri,Wright County,MO
29510,Missouri,St. Louis city,MO
30001,Montana,Beaverhead County,MT
30003,Montana,Big Horn County,MT
30005,Montana,Blaine County,MT
30007,Montana,Broadwater County,MT
30009,Montana,Carbon County,MT
30011,Montana,Carter County,MT
30013,Montana,Cascade County,MT
30015,Montana,Chouteau County,MT
30017,Montana,Custer County,MT
