SEX,AGE,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
2,70,1097510,1097536,1108455,1144397,1220454,1369092,1315036,1327048,1323823,1762397,1672708,1674584
2,71,1049175,1049204,1050293,1091024,1127132,1201673,1349006,1294974,1307707,1304069,1736152,1647705
2,72,1010549,1010575,1021235,1032041,1072873,1108114,1182405,1326453,1274191,1286542,1282744,1707812
2,73,949097,949119,955622,1001679,1013036,1052801,1088386,1160505,1302918,1251300,1263573,1259662
2,74,927863,927902,927131,935355,981299,991933,1031931,1065997,1137710,1277014,1226632,1238863
2,75,899069,899118,906202,905517,914365,958751,970206,1008477,1042777,1112557,1248969,1199896
2,76,823266,823310,828133,882836,882988,891081,935564,945734,984055,1017206,1085389,1218702
2,77,823446,823499,818297,804306,858483,858000,867025,909390,920351,957388,989859,1056331
2,78,797665,797715,799415,792342,779613,831546,832232,840109,882464,892750,928953,960647
2,79,791961,792028,781047,771252,765388,752272,803792,803500,812383,853067,863287,898590
2,80,764952,765013,770516,750405,741929,735588,724198,772881,773806,782025,821605,831640
2,81,717995,718062,716517,736884,718584,709699,705178,693049,741026,741500,749762,788013
2,82,698438,698526,695493,681435,702057,683617,676828,671357,660912,706444,707340,715575
2,83,654978,655059,658352,657136,645056,663667,647915,640227,636570,626160,669830,671025
2,84,612590,612685,611246,617386,617529,605095,624660,608465,602871,599124,589682,631230
2,85,577904,578015,577265,568257,575428,574405,564871,581938,568422,562828,560021,551385
2,86,521091,521192,526093,531646,524645,530267,531525,521350,539010,525983,521445,519340
2,87,463105,463206,467538,479400,485897,478290,485941,485759,478200,494138,482781,479078
2,88,423183,423293,420412,421111,433184,437992,433504,439309,440868,433561,448790,438887
2,89,361309,361429,365740,373650,375802,385521,392370,386973,394082,394985,389044,403333
2,90,298615,298710,306968,320615,328636,329759,340775,345651,342516,348543,349996,345227
2,91,241188,241302,240204,264760,277841,283679,287300,295749,301737,298458,304481,306231
2,92,200317,200397,205436,203785,225462,235927,243041,245335,254143,258931,256601,262383
2,93,157941,158024,158944,171054,170574,187731,198834,203664,207293,214326,219038,217370
2,94,125918,125984,127021,129467,140362,139462,155024,163635,168701,171609,177960,182384
2,95,98766,98825,99410,101421,103744,112249,113176,124678,133061,136630,139595,145092
2,96,73799,73856,75200,77438,79602,80812,89087,89392,98874,105625,108573,111417
2,97,53582,53605,54165,57123,59221,60670,62407,68608,69709,76276,82100,84358
2,98,36641,36675,37567,40078,42561,43866,45887,46611,52122,52978,57593,62607
2,99,26193,26214,26098,26995,29076,30672,32245,33560,34278,38489,39576,42528
2,100,44202,44246,45080,47427,50040,52817,57108,60309,64381,67113,72153,76850
2,999,156964212,156969328,157246908,158356816,159456593,160511789,161646584,162778769,163919526,164939619,165801767,166582199
