SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019
040,2,4,27,Minnesota,5303925,5303927,5310828,5346143,5376643,5413479,5451079,5482032,5522744,5566230,5606249,5639632,6901,35315,30500,36836,37600,30953,40712,43486,40019,33383,17496,68367,68043,68955,69903,69711,69808,69570,67861,67642,9361,39959,39303,41318,40795,42860,42608,43970,43494,43200,8135,28408,28740,27637,29108,26851,27200,25600,24367,24442,2935,11811,11227,10994,15877,16400,16197,10604,9256,9113,-4035,-4853,-9113,-1373,-6701,-11865,-2475,7531,6566,65,-1100,6958,2114,9621,9176,4535,13722,18135,15822,9178,-134,-51,-354,-422,-684,-433,-210,-249,-170,-237,12.830475001,12.691291237,12.781134449,12.868079861,12.752271517,12.686855234,12.547599084,12.14788589,12.0296489,7.4991289739,7.3307440809,7.6584861598,7.5097394666,7.8404033399,7.7435469836,7.9304000532,7.7859175211,7.6828129339,5.3313460269,5.3605471563,5.1226482889,5.3583403945,4.9118681773,4.9433082509,4.6171990303,4.3619683689,4.346835966,2.2165772995,2.0940453349,2.0377897488,2.9227143893,3.0000610073,2.9436310198,1.9125304108,1.6569286011,1.6206822747,-0.910765357,-1.699744824,-0.254492025,-1.233552253,-2.170470967,-0.449804703,1.3582861679,1.1753882017,0.011559788,1.3058119422,0.3943005111,1.7832977236,1.6891621362,0.8295900407,2.4938263169,3.2708165787,2.8323168027,1.6322420627
040,3,6,28,Mississippi,2967297,2968130,2970548,2978731,2983816,2988711,2990468,2988471,2987938,2988510,2981020,2976149,2418,8183,5085,4895,1757,-1997,-533,572,-7490,-4871,9423,39734,39430,38489,38723,38577,38159,37532,36832,35978,6648,29165,29060,30679,30592,31487,31490,31950,31603,31536,2775,10569,10370,7810,8131,7090,6669,5582,5229,4442,590,2103,1975,1722,2588,3187,850,2492,2013,1429,-1068,-4551,-7558,-4719,-8968,-12296,-8032,-7490,-14775,-10740,-478,-2448,-5583,-2997,-6380,-9109,-7182,-4998,-12762,-9311,121,62,298,82,6,22,-20,-12,43,-2,13.357585012,13.225891553,12.888681792,12.952614397,12.90429623,12.76987569,12.559968731,12.339999966,12.078891836,9.8045494252,9.7475122628,10.273373398,10.232843004,10.532637981,10.538100722,10.691969544,10.588103251,10.587579436,3.5530355863,3.4783792899,2.6153083946,2.7197713934,2.3716582491,2.2317749672,1.8679991861,1.7518967155,1.4913124002,0.7069764252,0.6624685726,0.57664034,0.8656706882,1.0660754358,0.2844517502,0.8339401598,0.6744249547,0.4797580864,-1.529933291,-2.535158213,-1.580235636,-2.999742941,-4.113104348,-2.687901715,-2.506505536,-4.950138453,-3.605739572,-0.822956866,-1.872689641,-1.003595296,-2.134072253,-3.047028913,-2.403449965,-1.672565377,-4.275713498,-3.125981486
040,2,4,29,Missouri,5988927,5988950,5995974,6010275,6024367,6040715,6056202,6071732,6087135,6106670,6121623,6137428,7024,14301,14092,16348,15487,15530,15403,19535,14953,15805,19015,76256,75442,75168,75796,75145,74882,73765,72323,71297,13194,55939,55619,57558,57101,59996,59195,61348,60322,60141,5821,20317,19823,17610,18695,15149,15687,12417,12001,11156,1871,8387,6476,5415,6218,9091,5584,8109,5755,5503,-502,-14354,-11827,-6349,-8993,-8347,-5789,-898,-2697,-710,1369,-5967,-5351,-934,-2775,744,-205,7211,3058,4793,-166,-49,-380,-328,-433,-363,-79,-93,-106,-144,12.702718393,12.537473071,12.460420907,12.531457395,12.392052925,12.317266074,12.098766546,11.828797364,11.631732342,9.3183141546,9.2431499001,9.5412530143,9.4405872174,9.8938533142,9.7369269686,10.062158613,9.8659722988,9.8116893388,3.3844042382,3.2943231714,2.9191678929,3.0908701779,2.4981996109,2.5803391056,2.0366079333,1.9628250648,1.8200430033,1.3971057905,1.076226447,0.8976316945,1.0280305304,1.4991836202,0.9185066339,1.3300196288,0.941259749,0.8977856443,-2.391088174,-1.965492617,-1.052458657,-1.486825114,-1.37649166,-0.952226881,-0.147287906,-0.441108174,-0.115832783,-0.993982384,-0.88926617,-0.154826963,-0.458794584,0.1226919606,-0.033720247,1.1827317232,0.5001515747,0.7819528608
040,4,8,30,Montana,989415,989407,990697,997316,1003783,1013569,1021869,1030475,1040859,1052482,1060665,1068778,1290,6619,6467,9786,8300,8606,10384,11623,8183,8113,3063,12002,12035,12207,12380,12582,12430,12194,11552,11618,2410,9118,8962,9439,9370,9682,9923,10260,9666,9870,653,2884,3073,2768,3010,2900,2507,1934,1886,1748,347,435,326,1647,609,585,849,949,288,322,306,3297,3019,5318,4629,5074,6996,8699,5996,6024,653,3732,3345,6965,5238,5659,7845,9648,6284,6346,-16,3,49,53,52,47,32,41,13,19,12.074367723,12.028390399,12.102003022,12.164457969,12.261102427,12.00192726,11.650275803,10.93345612,10.911773642,9.1729782451,8.9570780856,9.3578116263,9.2068635842,9.4350654666,9.5812650205,9.8025118698,9.1484406906,9.2700297683,2.9013894778,3.0713123139,2.7441913955,2.9575943851,2.8260369607,2.4206622399,1.8477639333,1.7850154296,1.6417438739,0.4376228928,0.3258209614,1.6328335362,0.5983970035,0.5700798697,0.8197615643,0.9066845774,0.2725792385,0.3024265031,3.3168797186,3.0173419706,5.2722578905,4.5484067803,4.9445901857,6.7550670244,8.311116058,5.6749483117,5.6578175607,3.7545026114,3.343162932,6.9050914268,5.1468037838,5.5146700553,7.5748285887,9.2178006354,5.9475275501,5.9602440638
040,2,4,31,Nebraska,1826341,1826305,1829542,1840672,1853303,1865279,1879321,1891277,1905616,1915947,1925614,1934408,3237,11130,12631,11976,14042,11956,14339,10331,9667,8794,6509,25722,25763,26029,26467,26859,26619,26226,25470,25343,3653,15621,15220,16174,15683,16557,16135,16881,15731,15582,2856,10101,10543,9855,10784,10302,10484,9345,9739,9761,650,2073,3169,3083,4992,4045,5871,4642,3280,3295,-247,-1013,-993,-878,-1653,-2297,-1963,-3599,-3334,-4220,403,1060,2176,2205,3339,1748,3908,1043,-54,-925,-22,-31,-88,-84,-81,-94,-53,-57,-18,-42,14.016621374,13.948659642,13.99942236,14.136089302,14.246546569,14.021464392,13.725274188,13.260234577,13.131013243,8.5123101814,8.2404455905,8.6990148395,8.3763285798,8.7821613442,8.4990543584,8.8346051079,8.1898998871,8.0735291146,5.5043111928,5.7082140513,5.3004075209,5.7597607221,5.4643852248,5.5224100337,4.8906690796,5.0703346895,5.0574841283,1.1296344028,1.7157668907,1.6581589434,2.6662393847,2.1455482658,3.092528549,2.4293724845,1.7076391602,1.7072441556,-0.552011409,-0.537632225,-0.472223014,-0.882871335,-1.21837438,-1.034003329,-1.883522527,-1.735752732,-2.186516035,0.5776229942,1.1781346652,1.1859359293,1.78336805,0.9271738859,2.0585252205,0.5458499572,-0.028113572,-0.47927188
040,4,8,32,Nevada,2700551,2700677,2702405,2712730,2743996,2775970,2817628,2866939,2917563,2969905,3027341,3080156,1728,10325,31266,31974,41658,49311,50624,52342,57436,52815,8898,35845,34708,35082,35223,36228,36290,36152,35700,35932,4939,20204,20414,21249,21248,22454,23312,24504,25146,25610,3959,15641,14294,13833,13975,13774,12978,11648,10554,10322,911,795,3358,4222,3582,6219,2585,2679,-992,-970,-3055,-6054,13402,13900,23725,29035,34931,37822,47650,43207,-2144,-5259,16760,18122,27307,35254,37516,40501,46658,42237,-87,-57,212,19,376,283,130,193,224,256,13.238820454,12.721181162,12.710947857,12.594040544,12.746089544,12.547320409,12.281000933,11.905464608,11.766522358,7.4620484993,7.4821422223,7.6989604646,7.597256721,7.8999860499,8.0601579877,8.3241216768,8.3858491047,8.3864142709,5.7767719549,5.2390389402,5.0119873927,4.9967838232,4.8461034939,4.4871624212,3.9568792561,3.5196155035,3.3801080868,0.2936214887,1.230774644,1.5297195671,1.2807498859,2.1880294489,0.8937675188,0.9100686407,-0.330818512,-0.317642399,-2.235955336,4.9121029716,5.0362629045,8.482912072,10.215377882,12.077444178,12.848307626,15.890627131,14.148840351,-1.942333848,6.1428776156,6.5659824716,9.7636619578,12.403407331,12.971211696,13.758376266,15.559808619,13.831197952
040,1,1,33,New Hampshire,1316470,1316462,1316762,1320202,1324232,1326622,1333341,1336350,1342307,1348787,1353465,1359711,300,3440,4030,2390,6719,3009,5957,6480,4678,6246,3269,12986,12363,12600,12215,12378,12355,12251,12023,12004,2538,10741,10516,10888,11154,11990,11837,12352,12378,12125,731,2245,1847,1712,1061,388,518,-101,-355,-121,448,2888,3241,2520,2815,3885,3770,2490,2292,1947,-802,-1677,-896,-1714,2964,-1133,1719,4126,2784,4469,-354,1211,2345,806,5779,2752,5489,6616,5076,6416,-77,-16,-162,-128,-121,-131,-50,-35,-43,-49,9.8492053741,9.3502049966,9.5063703999,9.1843382784,9.2729832778,9.224771966,9.1048473223,8.8985039145,8.8486703406,8.1464896752,7.9533087232,8.2147111836,8.3865828209,8.9823129343,8.8380109883,9.1799097319,9.1612477297,8.9378647017,1.7027156988,1.3968962735,1.2916592162,0.7977554575,0.2906703435,0.3867609776,-0.07506241,-0.262743815,-0.089194361,2.1903977453,2.4511861517,1.90127408,2.1165707944,2.9104491868,2.8148434085,1.850548513,1.6963628855,1.4352183566,-1.27191725,-0.677649735,-1.293168164,2.2286024279,-0.848787369,1.2834789971,3.0664109095,2.0605036096,3.2942942146,0.918480495,1.7735364165,0.6081059161,4.3451732223,2.0616618178,4.0983224056,4.9169594225,3.7568664951,4.7295125712
040,1,2,34,New Jersey,8791894,8791978,8799446,8828117,8844942,8856972,8864525,8867949,8870827,8885525,8886025,8882190,7468,28671,16825,12030,7553,3424,2878,14698,500,-3835,26541,106677,104508,103457,103320,103115,102906,101676,100724,99501,17109,71062,69000,72453,70501,72547,71177,74783,75450,75723,9432,35615,35508,31004,32819,30568,31729,26893,25274,23778,6995,34119,27597,28443,29837,41051,38619,44396,26340,21284,-8741,-41078,-46100,-47391,-55253,-68366,-67547,-56601,-51151,-48946,-1746,-6959,-18503,-18948,-25416,-27315,-28928,-12205,-24811,-27662,-218,15,-180,-26,150,171,77,10,37,49,12.103431427,11.826815041,11.688792523,11.660414467,11.630074856,11.602378879,11.452352375,11.33542094,11.199886989,8.0626005988,7.8084954054,8.1858944745,7.9565513004,8.1823889887,8.0250181861,8.4232391879,8.4910995383,8.5234223021,4.0408308284,4.0183196356,3.5028980482,3.7038631669,3.4476858672,3.5773606928,3.0291131872,2.8443214013,2.6764646871,3.8710966456,3.1230586623,3.2135508059,3.3673227493,4.6300363954,4.3541899396,5.000576695,2.9642884273,2.3957386828,-4.660655588,-5.216980264,-5.35433626,-6.235703451,-7.710824784,-7.615745303,-6.375296007,-5.756504075,-5.509388535,-0.789558942,-2.093921601,-2.140785454,-2.868380702,-3.080788389,-3.261555363,-1.374719312,-2.792215648,-3.113649852
040,4,8,35,New Mexico,2059179,2059199,2064552,2080450,2087309,2092273,2089568,2089291,2091630,2091784,2092741,2096829,5353,15898,6859,4964,-2705,-277,2339,154,957,4088,6649,27795,27040,26723,26364,26054,25263,24131,23404,23125,3836,16369,16470,16792,17139,17633,18141,18527,18574,18388,2813,11426,10570,9931,9225,8421,7122,5604,4830,4737,387,3991,3650,5549,1780,3736,2437,2076,1437,1546,2069,493,-7247,-10583,-13779,-12431,-7165,-7499,-5244,-2136,2456,4484,-3597,-5034,-11999,-8695,-4728,-5423,-3807,-590,84,-12,-114,67,69,-3,-55,-27,-66,-59,13.411332492,12.975798265,12.787403142,12.608800765,12.469432446,12.084897084,11.536510611,11.185976903,11.039319071,7.8981867801,7.9035280111,8.0352532861,8.1968683171,8.4391457094,8.6779922414,8.8573590852,8.8774711586,8.7779891492,5.5131457114,5.0722702536,4.7521498561,4.4119324479,4.0302867362,3.4069048423,2.6791515255,2.3085057444,2.2613299217,1.9256926776,1.7515408161,2.6552894524,0.8512997027,1.7880478858,1.1657718479,0.9924908221,0.6868163053,0.7380232339,0.2378768454,-3.4776483,-5.064142778,-6.589920564,-5.949470896,-3.427474473,-3.585110152,-2.506377665,-1.01967505,2.163569523,-1.726107484,-2.408853326,-5.738620861,-4.16142301,-2.261702625,-2.59261933,-1.81956136,-0.281651816
040,1,2,36,New York,19378102,19378144,19399878,19499241,19572932,19624447,19651049,19654666,19633428,19589572,19530351,19453561,21734,99363,73691,51515,26602,3617,-21238,-43856,-59221,-76790,61427,243118,239915,239882,237017,239352,235832,231376,226993,222924,35112,149781,146882,152549,148838,153893,151605,155137,160899,164817,26315,93337,93033,87333,88179,85459,84227,76239,66094,58107,18839,86625,89588,77368,83963,83817,88346,67742,55959,45753,-22616,-80582,-108406,-112483,-145432,-165857,-194013,-187910,-181262,-180649,-3777,6043,-18818,-35115,-61469,-82040,-105667,-120168,-125303,-134896,-804,-17,-524,-703,-108,198,202,73,-12,-1,12.499923199,12.280606968,12.239695925,12.069459288,12.178992292,12.005265514,11.797975678,11.604981942,11.436717793,7.7009970329,7.5184966037,7.7836326761,7.5791786309,7.8305661149,7.7176052368,7.9105116896,8.2259364365,8.4556419068,4.7989261659,4.7621103643,4.4560632485,4.4902806574,4.3484261767,4.2876602769,3.887463988,3.3790455058,2.9810758859,4.4538283759,4.5857700313,3.9476108849,4.2755920893,4.2648759856,4.497342121,3.4541977921,2.8608952017,2.3472759737,-4.143127252,-5.549013105,-5.739312315,-7.405737155,-8.43933255,-9.876427194,-9.581623027,-9.266991655,-9.267874399,0.3107011241,-0.963243073,-1.79170143,-3.130145066,-4.174456564,-5.379085073,-6.127425235,-6.406096454,-6.920598425
040,3,5,37,North Carolina,9535483,9535751,9574323,9657592,9749476,9843336,9932887,10031646,10154788,10268233,10381615,10488084,38572,83269,91884,93860,89551,98759,123142,113445,113382,106469,29917,121068,119567,119394,120207,120836,120837,120151,120176,119203,18643,79974,79529,84358,83523,88466,89237,91775,93703,94312,11274,41094,40038,35036,36684,32370,31600,28376,26473,24891,4585,9732,21531,19092,17822,21249,20381,20173,14913,14184,20699,32249,29492,39022,34379,44759,70958,64697,71915,67338,25284,41981,51023,58114,52201,66008,91339,84870,86828,81522,2014,194,823,710,666,381,203,199,81,56,12.590321869,12.32200557,12.187530815,12.156719713,12.10506652,11.972099678,11.766231842,11.639407709,11.423547604,8.316800485,8.1958799753,8.6111171791,8.4468100911,8.8623159881,8.8412842011,8.9874069071,9.0754178917,9.0381753949,4.2735213836,4.1261255951,3.5764136358,3.7099096223,3.2427505317,3.1308154774,2.7788249349,2.5639898173,2.3853722088,1.012067701,2.2188823165,1.9488779865,1.8023664074,2.1286748856,2.0192769065,1.9755157672,1.4443689852,1.3592912864,3.3536961868,3.0393050614,3.9832975481,3.4768014095,4.4838514379,7.0302659697,6.3356934314,6.9651844411,6.4531836324,4.3657638878,5.2581873779,5.9321755346,5.2791678168,6.6125263236,9.0495428762,8.3112091987,8.4095534263,7.8124749188
040,2,4,38,North Dakota,672591,672576,674715,685225,701176,722036,737401,754066,754434,754942,758080,762062,2139,10510,15951,20860,15365,16665,368,508,3138,3982,2336,9211,9879,10261,10974,11406,11341,11140,10570,10536,1494,6045,5936,6223,6204,6323,6145,6377,6150,6250,842,3166,3943,4038,4770,5083,5196,4763,4420,4286,436,1070,1132,1094,783,2067,1436,2692,1063,951,817,6216,10456,15237,9492,9354,-6302,-6981,-2358,-1267,1253,7286,11588,16331,10275,11421,-4866,-4289,-1295,-316,44,58,420,491,320,161,38,34,13,12,13.546185861,14.251288047,14.419496182,15.038675873,15.295008203,15.036128605,14.761066825,13.972037419,13.861862905,8.8900980926,8.5631790514,8.7450077712,8.5019086127,8.4789003042,8.147166059,8.4498494742,8.1294257453,8.2229160171,4.6560877686,5.6881089959,5.6744884107,6.5367672603,6.8161078991,6.8889625456,6.3112173507,5.8426116739,5.6389468879,1.5735988352,1.6330051695,1.5373675882,1.0730165125,2.7717676623,1.9038780245,3.5670369742,1.405134889,1.2511989012,9.1415797756,15.083659057,21.412129746,13.00775573,12.543354965,-8.355319854,-9.250180207,-3.116940798,-1.666949535,10.715178611,16.716664226,22.949497334,14.080772243,15.315122628,-6.45144183,-5.683143233,-1.711805909,-0.415750634
040,2,3,39,Ohio,11536504,11536751,11539336,11544663,11548923,11576684,11602700,11617527,11634370,11659650,11676341,11689100,2585,5327,4260,27761,26016,14827,16843,25280,16691,12759,34801,137921,137689,139088,139559,139561,138667,136909,135947,134291,26542,110620,111343,114504,111902,118309,117570,122177,119884,117750,8259,27301,26346,24584,27657,21252,21097,14732,16063,16541,3321,14560,17404,23979,20703,24447,24174,19217,13237,9553,-8632,-36491,-39094,-20099,-21352,-30255,-28077,-8334,-12281,-12916,-5311,-21931,-21690,3880,-649,-5808,-3903,10883,956,-3363,-363,-43,-396,-703,-992,-617,-351,-335,-328,-419,11.949489341,11.924436508,12.02891669,12.041648734,12.020640453,11.927370915,11.754862407,11.65127292,11.494839751,9.5841279494,9.6427640125,9.9027887138,9.6553040409,10.190167392,10.112723276,10.489988418,10.274601152,10.078988023,2.3653613917,2.2816724956,2.1261279758,2.3863446932,1.8304730613,1.8146476393,1.2648739891,1.3766717685,1.4158517273,1.2614798675,1.5072583357,2.0738050249,1.786328748,2.1056641694,2.0793142168,1.6499513609,1.1344707838,0.8177033765,-3.161583918,-3.385701987,-1.738246265,-1.842326785,-2.605917677,-2.415028761,-0.715548454,-1.052537259,-1.10556441,-1.90010405,-1.878443651,0.3355587596,-0.055998037,-0.500253507,-0.335714544,0.9344029068,0.0819335249,-0.287861034
040,3,7,40,Oklahoma,3751351,3751582,3759944,3788379,3818814,3853214,3878187,3909500,3926331,3931316,3940235,3956971,8362,28435,30435,34400,24973,31313,16831,4985,8919,16736,13157,52572,52344,53335,53074,53525,52860,51467,49525,48759,7878,37762,36961,38598,38607,39730,39282,40329,40486,40266,5279,14810,15383,14737,14467,13795,13578,11138,9039,8493,1200,6613,6498,5587,6415,9257,7697,4399,4353,4484,1560,7030,8447,13841,4217,8317,-4358,-10504,-4408,3822,2760,13643,14945,19428,10632,17574,3339,-6105,-55,8306,323,-18,107,235,-126,-56,-86,-48,-65,-63,13.929451615,13.761712106,13.903755304,13.729465074,13.746058361,13.491868316,13.099850375,12.583288859,12.348417909,10.0054012,9.7173819568,10.062007073,9.9870644402,10.20328629,10.026249928,10.264905003,10.286663962,10.19753062,3.9240504149,4.0443301491,3.8417482314,3.7424006335,3.5427720708,3.4656183881,2.8349453723,2.2966248964,2.1508872885,1.7521772717,1.7083831053,1.4564597522,1.6594663761,2.3773425922,1.9645650857,1.1196736122,1.106008206,1.1355914991,1.8626653894,2.2207928733,3.6081724415,1.0908760262,2.135935869,-1.112326185,-2.673573908,-1.11998258,0.9679372679,3.6148426611,3.9291759786,5.0646321937,2.7503424024,4.5132784612,0.852238901,-1.553900296,-0.013974374,2.103528767
040,4,9,41,Oregon,3831074,3831079,3837491,3872036,3899001,3922468,3963244,4015792,4089976,4143625,4181886,4217737,6412,34545,26965,23467,40776,52548,74184,53649,38261,35851,11884,45393,44925,45007,45452,45668,45593,44711,43425,43305,7822,32496,32943,33418,33804,35388,35334,36831,36180,36563,4062,12897,11982,11589,11648,10280,10259,7880,7245,6742,1565,10227,4187,3178,6700,5094,12604,8026,3356,3295,995,11426,10910,8768,22278,36867,51117,37653,27663,25821,2560,21653,15097,11946,28978,41961,63721,45679,31019,29116,-210,-5,-114,-68,150,307,204,90,-3,-7,11.77581971,11.562163454,11.508579782,11.527684501,11.446996855,11.249520095,10.86061858,10.431792115,10.311177061,8.4300891611,8.4784051343,8.5451978394,8.5734807459,8.8702444756,8.7182361992,8.9465107673,8.6913584043,8.7058669181,3.3457305487,3.0837583195,2.9633819427,2.9542037548,2.5767523796,2.5312838956,1.9141078126,1.7404337103,1.6053101431,2.6530810515,1.0775910602,0.8126350689,1.6992758549,1.2768459749,3.1098842207,1.9495722467,0.8061967608,0.7845590213,2.964124777,2.8078620653,2.2420340731,5.650219029,9.2409659513,12.612500136,9.1461803894,6.6453578645,6.1481330769,5.6172058286,3.8854531255,3.0546691421,7.3494948839,10.517811926,15.722384356,11.095752636,7.4515546253,6.9326920982
040,1,2,42,Pennsylvania,12702379,12702868,12711160,12745815,12767118,12776309,12788313,12784826,12782275,12787641,12800922,12801989,8292,34655,21303,9191,12004,-3487,-2551,5366,13281,1067,36120,142973,142105,141793,142216,141920,140259,137982,136914,135190,30212,127718,125530,130935,126737,132748,129972,135741,134063,133439,5908,15255,16575,10858,15479,9172,10287,2241,2851,1751,5416,27287,25397,29379,34547,31806,37975,31046,31675,19532,-1674,-7522,-18975,-30128,-36614,-43668,-50422,-27406,-20731,-19588,3742,19765,6422,-749,-2067,-11862,-12447,3640,10944,-56,-1358,-365,-1694,-918,-1408,-797,-391,-515,-514,-628,11.232520753,11.139840331,11.102112493,11.126000611,11.099145866,10.971834468,10.792526655,10.701187089,10.560517904,10.034028002,9.8404993264,10.251952489,9.915030232,10.381830717,10.167128452,10.617242544,10.478353161,10.423736582,1.198492751,1.2993410048,0.850160004,1.2109703793,0.7173151485,0.8047060165,0.1752841112,0.2228339278,0.1367813215,2.1437739559,1.990911825,2.3003178078,2.7027194065,2.4874537303,2.9706144627,2.4283224083,2.4757154202,1.5257640039,-0.590957881,-1.487480879,-2.358963032,-2.864427254,-3.415145868,-3.944287622,-2.14361283,-1.620333272,-1.530138507,1.552816075,0.5034309462,-0.058645224,-0.161707848,-0.927692138,-0.973673159,0.2847095782,0.8553821487,-0.004374503
040,1,1,44,Rhode Island,1052567,1052964,1053959,1053649,1054621,1055081,1055936,1056065,1056770,1055673,1058287,1059361,995,-310,972,460,855,129,705,-1097,2614,1074,2878,10998,11005,10871,10731,10875,10901,10663,10691,10481,2329,9754,9319,9631,9697,10079,9831,10044,9939,9802,549,1244,1686,1240,1034,796,1070,619,752,679,1661,4455,4376,3799,3469,4509,4120,2226,4653,3645,-1168,-6018,-5043,-4539,-3539,-5129,-4458,-3912,-2769,-3215,493,-1563,-667,-740,-70,-620,-338,-1686,1884,430,-47,9,-47,-40,-109,-47,-27,-30,-22,-35,10.436475853,10.4398393,10.305720903,10.166663745,10.298290578,10.318837013,10.095420326,10.114666313,9.8987178228,9.2559906776,8.8404236649,9.130199431,9.1870411276,9.5445030566,9.3059798801,9.5093690102,9.4032053587,9.25744033,1.1804851756,1.5994156346,1.1755214718,0.9796226179,0.7537875219,1.0128571327,0.5860513159,0.7114609548,0.6412774928,4.2275413644,4.1512709473,3.601456509,3.2865675644,4.2698843419,3.8999732587,2.1075124867,4.4021646578,3.44249847,-5.710739378,-4.784017227,-4.302977387,-3.35288631,-4.857005276,-4.219922521,-3.703768575,-2.619727904,-3.036387539,-1.483198014,-0.63274628,-0.701520878,-0.066318746,-0.587120934,-0.319949262,-1.596256088,1.7824367538,0.4061109306
040,3,5,45,South Carolina,4625364,4625366,4635649,4671994,4717354,4764080,4823617,4891938,4957968,5021268,5084156,5148714,10283,36345,45360,46726,59537,68321,66030,63300,62888,64558,14171,57488,57527,56570,57287,58277,57755,56943,56793,56353,9658,42033,42073,44662,44538,46872,47256,48815,50428,50744,4513,15455,15454,11908,12749,11405,10499,8128,6365,5609,1167,2670,5837,5054,6234,7289,5165,5757,6067,5724,4483,18146,23594,29289,39825,49065,50199,49262,50330,53034,5650,20816,29431,34343,46059,56354,55364,55019,56397,58758,120,74,475,475,729,562,167,153,126,191,12.352858828,12.253672992,11.932794132,11.950106475,11.99663838,11.727015466,11.412296492,11.240102345,11.01411432,9.0319321444,8.9618576285,9.4209378033,9.290656557,9.6488569104,9.5952184721,9.7833140733,9.9803828122,9.9178431857,3.3209266836,3.2918153635,2.5118563289,2.659449918,2.34778147,2.1317969938,1.6289824191,1.2597195328,1.0962711341,0.5737220476,1.2433238176,1.0660834637,1.3004165651,1.5004804152,1.0487409728,1.1537957415,1.2007413049,1.1187477218,3.8991611518,5.0256950749,6.1781793767,8.3075216082,10.100297924,10.192787627,9.8729000897,9.9609872876,10.365420454,4.4728831993,6.2690188925,7.2442628404,9.6079381733,11.600778339,11.241528599,11.026695831,11.161728592,11.484168176
