country,placename,frequency,start_date,end_date,year,month,week,deaths,expected_deaths,excess_deaths,baseline
Chile,,weekly,2018-04-09,2018-04-15,2018,4,15,1970,,,
Chile,,weekly,2018-04-16,2018-04-22,2018,4,16,1898,,,
Chile,,weekly,2018-04-23,2018-04-29,2018,4,17,1974,,,
Chile,,weekly,2018-04-30,2018-05-06,2018,5,18,1960,,,
Chile,,weekly,2018-05-07,2018-05-13,2018,5,19,1863,,,
Chile,,weekly,2018-05-14,2018-05-20,2018,5,20,2022,,,
Chile,,weekly,2018-05-21,2018-05-27,2018,5,21,2051,,,
Chile,,weekly,2018-05-28,2018-06-03,2018,6,22,2126,,,
Chile,,weekly,2018-06-04,2018-06-10,2018,6,23,2294,,,
Chile,,weekly,2018-06-11,2018-06-17,2018,6,24,2400,,,
Chile,,weekly,2018-06-18,2018-06-24,2018,6,25,2330,,,
Chile,,weekly,2018-06-25,2018-07-01,2018,7,26,2382,,,
Chile,,weekly,2018-07-02,2018-07-08,2018,7,27,2280,,,
Chile,,weekly,2018-07-09,2018-07-15,2018,7,28,2370,,,
Chile,,weekly,2018-07-16,2018-07-22,2018,7,29,2216,,,
Chile,,weekly,2018-07-23,2018-07-29,2018,7,30,2506,,,
Chile,,weekly,2018-07-30,2018-08-05,2018,8,31,2494,,,
Chile,,weekly,2018-08-06,2018-08-12,2018,8,32,2508,,,
Chile,,weekly,2018-08-13,2018-08-19,2018,8,33,2331,,,
Chile,,weekly,2018-08-20,2018-08-26,2018,8,34,2350,,,
Chile,,weekly,2018-08-27,2018-09-02,2018,9,35,2284,,,
Chile,,weekly,2018-09-03,2018-09-09,2018,9,36,2223,,,
Chile,,weekly,2018-09-10,2018-09-16,2018,9,37,2297,,,
Chile,,weekly,2018-09-17,2018-09-23,2018,9,38,1979,,,
Chile,,weekly,2018-09-24,2018-09-30,2018,9,39,2183,,,
Chile,,weekly,2018-10-01,2018-10-07,2018,10,40,2094,,,
Chile,,weekly,2018-10-08,2018-10-14,2018,10,41,2044,,,
Chile,,weekly,2018-10-15,2018-10-21,2018,10,42,1902,,,
Chile,,weekly,2018-10-22,2018-10-28,2018,10,43,2064,,,
Chile,,weekly,2018-10-29,2018-11-04,2018,11,44,1761,,,
Chile,,weekly,2018-11-05,2018-11-11,2018,11,45,2226,,,
Chile,,weekly,2018-11-12,2018-11-18,2018,11,46,1927,,,
Chile,,weekly,2018-11-19,2018-11-25,2018,11,47,1986,,,
Chile,,weekly,2018-11-26,2018-12-02,2018,12,48,1906,,,
Chile,,weekly,2018-12-03,2018-12-09,2018,12,49,1932,,,
Chile,,weekly,2018-12-10,2018-12-16,2018,12,50,1907,,,
Chile,,weekly,2018-12-17,2018-12-23,2018,12,51,1980,,,
Chile,,weekly,2018-12-24,2018-12-30,2018,12,52,1892,,,
Chile,,weekly,2019-01-07,2019-01-13,2019,1,2,1889,,,
Chile,,weekly,2019-01-14,2019-01-20,2019,1,3,1807,,,
Chile,,weekly,2019-01-21,2019-01-27,2019,1,4,1943,,,
Chile,,weekly,2019-01-28,2019-02-03,2019,2,5,1932,,,
Chile,,weekly,2019-02-04,2019-02-10,2019,2,6,2021,,,
Chile,,weekly,2019-02-11,2019-02-17,2019,2,7,1893,,,
Chile,,weekly,2019-02-18,2019-02-24,2019,2,8,1936,,,
Chile,,weekly,2019-02-25,2019-03-03,2019,3,9,1885,,,
Chile,,weekly,2019-03-04,2019-03-10,2019,3,10,1804,,,
Chile,,weekly,2019-03-11,2019-03-17,2019,3,11,1885,,,
Chile,,weekly,2019-03-18,2019-03-24,2019,3,12,1857,,,
Chile,,weekly,2019-03-25,2019-03-31,2019,3,13,1842,,,
Chile,,weekly,2019-04-01,2019-04-07,2019,4,14,1930,,,
Chile,,weekly,2019-04-08,2019-04-14,2019,4,15,1980,,,
Chile,,weekly,2019-04-15,2019-04-21,2019,4,16,1913,,,
Chile,,weekly,2019-04-22,2019-04-28,2019,4,17,2108,,,
Chile,,weekly,2019-04-29,2019-05-05,2019,5,18,2051,,,
Chile,,weekly,2019-05-06,2019-05-12,2019,5,19,2048,,,
Chile,,weekly,2019-05-13,2019-05-19,2019,5,20,2251,,,
Chile,,weekly,2019-05-20,2019-05-26,2019,5,21,2231,,,
Chile,,weekly,2019-05-27,2019-06-02,2019,6,22,2374,,,
Chile,,weekly,2019-06-03,2019-06-09,2019,6,23,2380,,,
Chile,,weekly,2019-06-10,2019-06-16,2019,6,24,2338,,,
Chile,,weekly,2019-06-17,2019-06-23,2019,6,25,2512,,,
Chile,,weekly,2019-06-24,2019-06-30,2019,6,26,2515,,,
Chile,,weekly,2019-07-01,2019-07-07,2019,7,27,2421,,,
Chile,,weekly,2019-07-08,2019-07-14,2019,7,28,2446,,,
Chile,,weekly,2019-07-15,2019-07-21,2019,7,29,2405,,,
Chile,,weekly,2019-07-22,2019-07-28,2019,7,30,2357,,,
Chile,,weekly,2019-07-29,2019-08-04,2019,8,31,2370,,,
Chile,,weekly,2019-08-05,2019-08-11,2019,8,32,2284,,,
Chile,,weekly,2019-08-12,2019-08-18,2019,8,33,2296,,,
Chile,,weekly,2019-08-19,2019-08-25,2019,8,34,2260,,,
Chile,,weekly,2019-08-26,2019-09-01,2019,9,35,2173,,,
Chile,,weekly,2019-09-02,2019-09-08,2019,9,36,2229,,,
Chile,,weekly,2019-09-09,2019-09-15,2019,9,37,2213,,,
Chile,,weekly,2019-09-16,2019-09-22,2019,9,38,1805,,,
Chile,,weekly,2019-09-23,2019-09-29,2019,9,39,2656,,,
Chile,,weekly,2019-09-30,2019-10-06,2019,10,40,2181,,,
Chile,,weekly,2019-10-07,2019-10-13,2019,10,41,2210,,,
Chile,,weekly,2019-10-14,2019-10-20,2019,10,42,2004,,,
Chile,,weekly,2019-10-21,2019-10-27,2019,10,43,2017,,,
Chile,,weekly,2019-10-28,2019-11-03,2019,11,44,1898,,,
Chile,,weekly,2019-11-04,2019-11-10,2019,11,45,2222,,,
Chile,,weekly,2019-11-11,2019-11-17,2019,11,46,2004,,,
Chile,,weekly,2019-11-18,2019-11-24,2019,11,47,2072,,,
Chile,,weekly,2019-11-25,2019-12-01,2019,12,48,1960,,,
Chile,,weekly,2019-12-02,2019-12-08,2019,12,49,1963,,,
Chile,,weekly,2019-12-09,2019-12-15,2019,12,50,1879,,,
Chile,,weekly,2019-12-16,2019-12-22,2019,12,51,1893,,,
Chile,,weekly,2019-12-23,2019-12-29,2019,12,52,1981,,,
Chile,,weekly,2020-01-06,2020-01-12,2020,1,2,2118,2004,114,2015-2019 historical data
Chile,,weekly,2020-01-13,2020-01-19,2020,1,3,2059,1987,72,2015-2019 historical data
Chile,,weekly,2020-01-20,2020-01-26,2020,1,4,1987,1972,15,2015-2019 historical data
Chile,,weekly,2020-01-27,2020-02-02,2020,2,5,2034,1957,77,2015-2019 historical data
Chile,,weekly,2020-02-03,2020-02-09,2020,2,6,1910,1944,-34,2015-2019 historical data
Chile,,weekly,2020-02-10,2020-02-16,2020,2,7,1955,1933,22,2015-2019 historical data
Chile,,weekly,2020-02-17,2020-02-23,2020,2,8,1856,1924,-68,2015-2019 historical data
Chile,,weekly,2020-02-24,2020-03-01,2020,3,9,1819,1919,-100,2015-2019 historical data
Chile,,weekly,2020-03-02,2020-03-08,2020,3,10,2019,1916,103,2015-2019 historical data
Chile,,weekly,2020-03-09,2020-03-15,2020,3,11,1963,1916,47,2015-2019 historical data
Chile,,weekly,2020-03-16,2020-03-22,2020,3,12,1986,1920,66,2015-2019 historical data
Chile,,weekly,2020-03-23,2020-03-29,2020,3,13,1935,1928,7,2015-2019 historical data
Chile,,weekly,2020-03-30,2020-04-05,2020,4,14,2017,1942,75,2015-2019 historical data
Chile,,weekly,2020-04-06,2020-04-12,2020,4,15,1945,1962,-17,2015-2019 historical data
Chile,,weekly,2020-04-13,2020-04-19,2020,4,16,2192,1989,203,2015-2019 historical data
Chile,,weekly,2020-04-20,2020-04-26,2020,4,17,2090,2024,66,2015-2019 historical data
Chile,,weekly,2020-04-27,2020-05-03,2020,5,18,1984,2066,-82,2015-2019 historical data
Chile,,weekly,2020-05-04,2020-05-10,2020,5,19,2359,2115,244,2015-2019 historical data
Chile,,weekly,2020-05-11,2020-05-17,2020,5,20,2431,2168,263,2015-2019 historical data
Chile,,weekly,2020-05-18,2020-05-24,2020,5,21,2734,2224,510,2015-2019 historical data
Chile,,weekly,2020-05-25,2020-05-31,2020,5,22,3369,2279,1090,2015-2019 historical data
Chile,,weekly,2020-06-01,2020-06-07,2020,6,23,3741,2331,1410,2015-2019 historical data
Chile,,weekly,2020-06-08,2020-06-14,2020,6,24,3966,2376,1590,2015-2019 historical data
Chile,,weekly,2020-06-15,2020-06-21,2020,6,25,3836,2413,1423,2015-2019 historical data
Chile,,weekly,2020-06-22,2020-06-28,2020,6,26,3737,2440,1297,2015-2019 historical data
Chile,,weekly,2020-06-29,2020-07-05,2020,7,27,3078,2455,623,2015-2019 historical data
Chile,,weekly,2020-07-06,2020-07-12,2020,7,28,3030,2460,570,2015-2019 historical data
Chile,,weekly,2020-07-13,2020-07-19,2020,7,29,2788,2455,333,2015-2019 historical data
Chile,,weekly,2020-07-20,2020-07-26,2020,7,30,2787,2441,346,2015-2019 historical data
Chile,,weekly,2020-07-27,2020-08-02,2020,8,31,2686,2421,265,2015-2019 historical data
Chile,,weekly,2020-08-03,2020-08-09,2020,8,32,2533,2397,136,2015-2019 historical data
Chile,,weekly,2020-08-10,2020-08-16,2020,8,33,2408,2370,38,2015-2019 historical data
Chile,,weekly,2020-08-17,2020-08-23,2020,8,34,2612,2341,271,2015-2019 historical data
Chile,,weekly,2020-08-24,2020-08-30,2020,8,35,2533,2312,221,2015-2019 historical data
Chile,,weekly,2020-08-31,2020-09-06,2020,9,36,2460,2283,177,2015-2019 historical data
Chile,,weekly,2020-09-07,2020-09-13,2020,9,37,2354,2254,100,2015-2019 historical data
Chile,,weekly,2020-09-14,2020-09-20,2020,9,38,2215,2225,-10,2015-2019 historical data
Chile,,weekly,2020-09-21,2020-09-27,2020,9,39,2592,2197,395,2015-2019 historical data
Chile,,weekly,2020-09-28,2020-10-04,2020,10,40,2304,2168,136,2015-2019 historical data
Chile,,weekly,2020-10-05,2020-10-11,2020,10,41,2486,2141,345,2015-2019 historical data
Chile,,weekly,2020-10-12,2020-10-18,2020,10,42,2286,2114,172,2015-2019 historical data
Chile,,weekly,2020-10-19,2020-10-25,2020,10,43,2311,2089,222,2015-2019 historical data
Chile,,weekly,2020-10-26,2020-11-01,2020,11,44,2247,2066,181,2015-2019 historical data
Chile,,weekly,2020-11-02,2020-11-08,2020,11,45,2266,2046,220,2015-2019 historical data
Chile,,weekly,2020-11-09,2020-11-15,2020,11,46,2174,2029,145,2015-2019 historical data
Chile,,weekly,2020-11-16,2020-11-22,2020,11,47,2105,2016,89,2015-2019 historical data
Chile,,weekly,2020-11-23,2020-11-29,2020,11,48,2235,2007,228,2015-2019 historical data
Chile,,weekly,2020-11-30,2020-12-06,2020,12,49,2166,2000,166,2015-2019 historical data
Chile,,weekly,2020-12-07,2020-12-13,2020,12,50,2205,1995,210,2015-2019 historical data
Chile,,weekly,2020-12-14,2020-12-20,2020,12,51,2186,1992,194,2015-2019 historical data
Chile,,weekly,2020-12-21,2020-12-27,2020,12,52,2077,1990,87,2015-2019 historical data
Colombia,,weekly,2015-01-05,2015-01-11,2015,1,2,4588,,,
Colombia,,weekly,2015-01-12,2015-01-18,2015,1,3,4525,,,
Colombia,,weekly,2015-01-19,2015-01-25,2015,1,4,4280,,,
Colombia,,weekly,2015-01-26,2015-02-01,2015,2,5,4185,,,
Colombia,,weekly,2015-02-02,2015-02-08,2015,2,6,4090,,,
Colombia,,weekly,2015-02-09,2015-02-15,2015,2,7,4070,,,
Colombia,,weekly,2015-02-16,2015-02-22,2015,2,8,4104,,,
Colombia,,weekly,2015-02-23,2015-03-01,2015,3,9,4137,,,
Colombia,,weekly,2015-03-02,2015-03-08,2015,3,10,4109,,,
Colombia,,weekly,2015-03-09,2015-03-15,2015,3,11,4265,,,
Colombia,,weekly,2015-03-16,2015-03-22,2015,3,12,4071,,,
Colombia,,weekly,2015-03-23,2015-03-29,2015,3,13,4192,,,
Colombia,,weekly,2015-03-30,2015-04-05,2015,4,14,4067,,,
Colombia,,weekly,2015-04-06,2015-04-12,2015,4,15,4059,,,
Colombia,,weekly,2015-04-13,2015-04-19,2015,4,16,4063,,,
Colombia,,weekly,2015-04-20,2015-04-26,2015,4,17,4042,,,
Colombia,,weekly,2015-04-27,2015-05-03,2015,5,18,4186,,,
Colombia,,weekly,2015-05-04,2015-05-10,2015,5,19,4241,,,
Colombia,,weekly,2015-05-11,2015-05-17,2015,5,20,4277,,,
Colombia,,weekly,2015-05-18,2015-05-24,2015,5,21,4165,,,
Colombia,,weekly,2015-05-25,2015-05-31,2015,5,22,4024,,,
Colombia,,weekly,2015-06-01,2015-06-07,2015,6,23,4102,,,
Colombia,,weekly,2015-06-08,2015-06-14,2015,6,24,4142,,,
Colombia,,weekly,2015-06-15,2015-06-21,2015,6,25,4284,,,
Colombia,,weekly,2015-06-22,2015-06-28,2015,6,26,4343,,,
Colombia,,weekly,2015-06-29,2015-07-05,2015,7,27,4369,,,
Colombia,,weekly,2015-07-06,2015-07-12,2015,7,28,4334,,,
Colombia,,weekly,2015-07-13,2015-07-19,2015,7,29,4139,,,
Colombia,,weekly,2015-07-20,2015-07-26,2015,7,30,3970,,,
Colombia,,weekly,2015-07-27,2015-08-02,2015,8,31,4069,,,
Colombia,,weekly,2015-08-03,2015-08-09,2015,8,32,4296,,,
Colombia,,weekly,2015-08-10,2015-08-16,2015,8,33,4101,,,
Colombia,,weekly,2015-08-17,2015-08-23,2015,8,34,4000,,,
Colombia,,weekly,2015-08-24,2015-08-30,2015,8,35,4083,,,
Colombia,,weekly,2015-08-31,2015-09-06,2015,9,36,4233,,,
Colombia,,weekly,2015-09-07,2015-09-13,2015,9,37,4135,,,
Colombia,,weekly,2015-09-14,2015-09-20,2015,9,38,4203,,,
Colombia,,weekly,2015-09-21,2015-09-27,2015,9,39,4217,,,
Colombia,,weekly,2015-09-28,2015-10-04,2015,10,40,4232,,,
Colombia,,weekly,2015-10-05,2015-10-11,2015,10,41,4162,,,
Colombia,,weekly,2015-10-12,2015-10-18,2015,10,42,4045,,,
Colombia,,weekly,2015-10-19,2015-10-25,2015,10,43,4027,,,
Colombia,,weekly,2015-10-26,2015-11-01,2015,11,44,4238,,,
Colombia,,weekly,2015-11-02,2015-11-08,2015,11,45,4174,,,
Colombia,,weekly,2015-11-09,2015-11-15,2015,11,46,4363,,,
Colombia,,weekly,2015-11-16,2015-11-22,2015,11,47,4303,,,
Colombia,,weekly,2015-11-23,2015-11-29,2015,11,48,4289,,,
Colombia,,weekly,2015-11-30,2015-12-06,2015,12,49,4368,,,
Colombia,,weekly,2015-12-07,2015-12-13,2015,12,50,4324,,,
Colombia,,weekly,2015-12-14,2015-12-20,2015,12,51,4301,,,
Colombia,,weekly,2015-12-21,2015-12-27,2015,12,52,4553,,,
Colombia,,weekly,2016-01-11,2016-01-17,2016,1,2,4435,,,
Colombia,,weekly,2016-01-18,2016-01-24,2016,1,3,4389,,,
Colombia,,weekly,2016-01-25,2016-01-31,2016,1,4,4253,,,
Colombia,,weekly,2016-02-01,2016-02-07,2016,2,5,4183,,,
Colombia,,weekly,2016-02-08,2016-02-14,2016,2,6,4113,,,
Colombia,,weekly,2016-02-15,2016-02-21,2016,2,7,4131,,,
Colombia,,weekly,2016-02-22,2016-02-28,2016,2,8,4100,,,
Colombia,,weekly,2016-02-29,2016-03-06,2016,3,9,4190,,,
Colombia,,weekly,2016-03-07,2016-03-13,2016,3,10,4218,,,
Colombia,,weekly,2016-03-14,2016-03-20,2016,3,11,4228,,,
Colombia,,weekly,2016-03-21,2016-03-27,2016,3,12,4275,,,
Colombia,,weekly,2016-03-28,2016-04-03,2016,4,13,4092,,,
Colombia,,weekly,2016-04-04,2016-04-10,2016,4,14,4112,,,
Colombia,,weekly,2016-04-11,2016-04-17,2016,4,15,4153,,,
Colombia,,weekly,2016-04-18,2016-04-24,2016,4,16,4211,,,
Colombia,,weekly,2016-04-25,2016-05-01,2016,5,17,4110,,,
Colombia,,weekly,2016-05-02,2016-05-08,2016,5,18,4175,,,
Colombia,,weekly,2016-05-09,2016-05-15,2016,5,19,4320,,,
Colombia,,weekly,2016-05-16,2016-05-22,2016,5,20,4632,,,
Colombia,,weekly,2016-05-23,2016-05-29,2016,5,21,4532,,,
Colombia,,weekly,2016-05-30,2016-06-05,2016,6,22,4582,,,
Colombia,,weekly,2016-06-06,2016-06-12,2016,6,23,4561,,,
Colombia,,weekly,2016-06-13,2016-06-19,2016,6,24,4537,,,
Colombia,,weekly,2016-06-20,2016-06-26,2016,6,25,4503,,,
Colombia,,weekly,2016-06-27,2016-07-03,2016,7,26,4530,,,
Colombia,,weekly,2016-07-04,2016-07-10,2016,7,27,4349,,,
Colombia,,weekly,2016-07-11,2016-07-17,2016,7,28,4315,,,
Colombia,,weekly,2016-07-18,2016-07-24,2016,7,29,4088,,,
Colombia,,weekly,2016-07-25,2016-07-31,2016,7,30,4188,,,
Colombia,,weekly,2016-08-01,2016-08-07,2016,8,31,4175,,,
Colombia,,weekly,2016-08-08,2016-08-14,2016,8,32,4291,,,
Colombia,,weekly,2016-08-15,2016-08-21,2016,8,33,4176,,,
Colombia,,weekly,2016-08-22,2016-08-28,2016,8,34,4036,,,
Colombia,,weekly,2016-08-29,2016-09-04,2016,9,35,4123,,,
Colombia,,weekly,2016-09-05,2016-09-11,2016,9,36,4084,,,
Colombia,,weekly,2016-09-12,2016-09-18,2016,9,37,4021,,,
Colombia,,weekly,2016-09-19,2016-09-25,2016,9,38,4186,,,
Colombia,,weekly,2016-09-26,2016-10-02,2016,10,39,4025,,,
Colombia,,weekly,2016-10-03,2016-10-09,2016,10,40,4066,,,
Colombia,,weekly,2016-10-10,2016-10-16,2016,10,41,4171,,,
Colombia,,weekly,2016-10-17,2016-10-23,2016,10,42,4146,,,
Colombia,,weekly,2016-10-24,2016-10-30,2016,10,43,4073,,,
Colombia,,weekly,2016-10-31,2016-11-06,2016,11,44,4039,,,
Colombia,,weekly,2016-11-07,2016-11-13,2016,11,45,4173,,,
Colombia,,weekly,2016-11-14,2016-11-20,2016,11,46,4139,,,
Colombia,,weekly,2016-11-21,2016-11-27,2016,11,47,4263,,,
Colombia,,weekly,2016-11-28,2016-12-04,2016,12,48,4269,,,
Colombia,,weekly,2016-12-05,2016-12-11,2016,12,49,4455,,,
Colombia,,weekly,2016-12-12,2016-12-18,2016,12,50,4590,,,
Colombia,,weekly,2016-12-19,2016-12-25,2016,12,51,4586,,,
Colombia,,weekly,2016-12-26,2017-01-01,2016,1,52,4804,,,
Colombia,,weekly,2017-01-09,2017-01-15,2017,1,2,4756,,,
Colombia,,weekly,2017-01-16,2017-01-22,2017,1,3,4635,,,
Colombia,,weekly,2017-01-23,2017-01-29,2017,1,4,4574,,,
Colombia,,weekly,2017-01-30,2017-02-05,2017,2,5,4392,,,
Colombia,,weekly,2017-02-06,2017-02-12,2017,2,6,4402,,,
Colombia,,weekly,2017-02-13,2017-02-19,2017,2,7,4231,,,
Colombia,,weekly,2017-02-20,2017-02-26,2017,2,8,4199,,,
Colombia,,weekly,2017-02-27,2017-03-05,2017,3,9,4173,,,
Colombia,,weekly,2017-03-06,2017-03-12,2017,3,10,4244,,,
Colombia,,weekly,2017-03-13,2017-03-19,2017,3,11,4156,,,
Colombia,,weekly,2017-03-20,2017-03-26,2017,3,12,4165,,,
Colombia,,weekly,2017-03-27,2017-04-02,2017,4,13,4539,,,
Colombia,,weekly,2017-04-03,2017-04-09,2017,4,14,4355,,,
Colombia,,weekly,2017-04-10,2017-04-16,2017,4,15,4183,,,
Colombia,,weekly,2017-04-17,2017-04-23,2017,4,16,4271,,,
Colombia,,weekly,2017-04-24,2017-04-30,2017,4,17,4302,,,
Colombia,,weekly,2017-05-01,2017-05-07,2017,5,18,4080,,,
Colombia,,weekly,2017-05-08,2017-05-14,2017,5,19,4196,,,
Colombia,,weekly,2017-05-15,2017-05-21,2017,5,20,4516,,,
Colombia,,weekly,2017-05-22,2017-05-28,2017,5,21,4370,,,
Colombia,,weekly,2017-05-29,2017-06-04,2017,6,22,4500,,,
Colombia,,weekly,2017-06-05,2017-06-11,2017,6,23,4342,,,
Colombia,,weekly,2017-06-12,2017-06-18,2017,6,24,4339,,,
Colombia,,weekly,2017-06-19,2017-06-25,2017,6,25,4171,,,
Colombia,,weekly,2017-06-26,2017-07-02,2017,7,26,4412,,,
Colombia,,weekly,2017-07-03,2017-07-09,2017,7,27,4418,,,
Colombia,,weekly,2017-07-10,2017-07-16,2017,7,28,4400,,,
Colombia,,weekly,2017-07-17,2017-07-23,2017,7,29,4339,,,
Colombia,,weekly,2017-07-24,2017-07-30,2017,7,30,4263,,,
Colombia,,weekly,2017-07-31,2017-08-06,2017,8,31,4390,,,
Colombia,,weekly,2017-08-07,2017-08-13,2017,8,32,4278,,,
Colombia,,weekly,2017-08-14,2017-08-20,2017,8,33,4389,,,
Colombia,,weekly,2017-08-21,2017-08-27,2017,8,34,4234,,,
Colombia,,weekly,2017-08-28,2017-09-03,2017,9,35,4253,,,
Colombia,,weekly,2017-09-04,2017-09-10,2017,9,36,4256,,,
Colombia,,weekly,2017-09-11,2017-09-17,2017,9,37,4373,,,
Colombia,,weekly,2017-09-18,2017-09-24,2017,9,38,4387,,,
Colombia,,weekly,2017-09-25,2017-10-01,2017,10,39,4290,,,
Colombia,,weekly,2017-10-02,2017-10-08,2017,10,40,4317,,,
Colombia,,weekly,2017-10-09,2017-10-15,2017,10,41,4402,,,
Colombia,,weekly,2017-10-16,2017-10-22,2017,10,42,4454,,,
Colombia,,weekly,2017-10-23,2017-10-29,2017,10,43,4177,,,
Colombia,,weekly,2017-10-30,2017-11-05,2017,11,44,4310,,,
Colombia,,weekly,2017-11-06,2017-11-12,2017,11,45,4440,,,
Colombia,,weekly,2017-11-13,2017-11-19,2017,11,46,4239,,,
Colombia,,weekly,2017-11-20,2017-11-26,2017,11,47,4306,,,
Colombia,,weekly,2017-11-27,2017-12-03,2017,12,48,4409,,,
Colombia,,weekly,2017-12-04,2017-12-10,2017,12,49,4575,,,
Colombia,,weekly,2017-12-11,2017-12-17,2017,12,50,4491,,,
Colombia,,weekly,2017-12-18,2017-12-24,2017,12,51,4562,,,
Colombia,,weekly,2017-12-25,2017-12-31,2017,12,52,4589,,,
Colombia,,weekly,2018-01-08,2018-01-14,2018,1,2,4465,,,
Colombia,,weekly,2018-01-15,2018-01-21,2018,1,3,4631,,,
Colombia,,weekly,2018-01-22,2018-01-28,2018,1,4,4644,,,
Colombia,,weekly,2018-01-29,2018-02-04,2018,2,5,4485,,,
Colombia,,weekly,2018-02-05,2018-02-11,2018,2,6,4407,,,
Colombia,,weekly,2018-02-12,2018-02-18,2018,2,7,4332,,,
Colombia,,weekly,2018-02-19,2018-02-25,2018,2,8,4254,,,
Colombia,,weekly,2018-02-26,2018-03-04,2018,3,9,4378,,,
Colombia,,weekly,2018-03-05,2018-03-11,2018,3,10,4505,,,
Colombia,,weekly,2018-03-12,2018-03-18,2018,3,11,4597,,,
Colombia,,weekly,2018-03-19,2018-03-25,2018,3,12,4453,,,
Colombia,,weekly,2018-03-26,2018-04-01,2018,4,13,4248,,,
Colombia,,weekly,2018-04-02,2018-04-08,2018,4,14,4382,,,
Colombia,,weekly,2018-04-09,2018-04-15,2018,4,15,4332,,,
Colombia,,weekly,2018-04-16,2018-04-22,2018,4,16,4349,,,
Colombia,,weekly,2018-04-23,2018-04-29,2018,4,17,4409,,,
Colombia,,weekly,2018-04-30,2018-05-06,2018,5,18,4538,,,
Colombia,,weekly,2018-05-07,2018-05-13,2018,5,19,4460,,,
Colombia,,weekly,2018-05-14,2018-05-20,2018,5,20,4721,,,
Colombia,,weekly,2018-05-21,2018-05-27,2018,5,21,4654,,,
Colombia,,weekly,2018-05-28,2018-06-03,2018,6,22,4749,,,
Colombia,,weekly,2018-06-04,2018-06-10,2018,6,23,4848,,,
Colombia,,weekly,2018-06-11,2018-06-17,2018,6,24,4803,,,
Colombia,,weekly,2018-06-18,2018-06-24,2018,6,25,4851,,,
Colombia,,weekly,2018-06-25,2018-07-01,2018,7,26,4868,,,
Colombia,,weekly,2018-07-02,2018-07-08,2018,7,27,4845,,,
Colombia,,weekly,2018-07-09,2018-07-15,2018,7,28,4782,,,
Colombia,,weekly,2018-07-16,2018-07-22,2018,7,29,4740,,,
Colombia,,weekly,2018-07-23,2018-07-29,2018,7,30,4518,,,
Colombia,,weekly,2018-07-30,2018-08-05,2018,8,31,4459,,,
Colombia,,weekly,2018-08-06,2018-08-12,2018,8,32,4607,,,
Colombia,,weekly,2018-08-13,2018-08-19,2018,8,33,4637,,,
Colombia,,weekly,2018-08-20,2018-08-26,2018,8,34,4498,,,
Colombia,,weekly,2018-08-27,2018-09-02,2018,9,35,4462,,,
Colombia,,weekly,2018-09-03,2018-09-09,2018,9,36,4452,,,
Colombia,,weekly,2018-09-10,2018-09-16,2018,9,37,4415,,,
Colombia,,weekly,2018-09-17,2018-09-23,2018,9,38,4437,,,
Colombia,,weekly,2018-09-24,2018-09-30,2018,9,39,4324,,,
Colombia,,weekly,2018-10-01,2018-10-07,2018,10,40,4293,,,
Colombia,,weekly,2018-10-08,2018-10-14,2018,10,41,4363,,,
Colombia,,weekly,2018-10-15,2018-10-21,2018,10,42,4345,,,
Colombia,,weekly,2018-10-22,2018-10-28,2018,10,43,4287,,,
Colombia,,weekly,2018-10-29,2018-11-04,2018,11,44,4421,,,
Colombia,,weekly,2018-11-05,2018-11-11,2018,11,45,4366,,,
Colombia,,weekly,2018-11-12,2018-11-18,2018,11,46,4519,,,
Colombia,,weekly,2018-11-19,2018-11-25,2018,11,47,4448,,,
Colombia,,weekly,2018-11-26,2018-12-02,2018,12,48,4636,,,
Colombia,,weekly,2018-12-03,2018-12-09,2018,12,49,4756,,,
Colombia,,weekly,2018-12-10,2018-12-16,2018,12,50,4763,,,
Colombia,,weekly,2018-12-17,2018-12-23,2018,12,51,4787,,,
Colombia,,weekly,2018-12-24,2018-12-30,2018,12,52,4984,,,
Colombia,,weekly,2019-01-07,2019-01-13,2019,1,2,4699,,,
Colombia,,weekly,2019-01-14,2019-01-20,2019,1,3,4829,,,
Colombia,,weekly,2019-01-21,2019-01-27,2019,1,4,4596,,,
Colombia,,weekly,2019-01-28,2019-02-03,2019,2,5,4555,,,
Colombia,,weekly,2019-02-04,2019-02-10,2019,2,6,4479,,,
Colombia,,weekly,2019-02-11,2019-02-17,2019,2,7,4472,,,
Colombia,,weekly,2019-02-18,2019-02-24,2019,2,8,4484,,,
Colombia,,weekly,2019-02-25,2019-03-03,2019,3,9,4457,,,
Colombia,,weekly,2019-03-04,2019-03-10,2019,3,10,4416,,,
Colombia,,weekly,2019-03-11,2019-03-17,2019,3,11,4468,,,
Colombia,,weekly,2019-03-18,2019-03-24,2019,3,12,4501,,,
Colombia,,weekly,2019-03-25,2019-03-31,2019,3,13,4495,,,
Colombia,,weekly,2019-04-01,2019-04-07,2019,4,14,4458,,,
Colombia,,weekly,2019-04-08,2019-04-14,2019,4,15,4542,,,
Colombia,,weekly,2019-04-15,2019-04-21,2019,4,16,4402,,,
Colombia,,weekly,2019-04-22,2019-04-28,2019,4,17,4432,,,
Colombia,,weekly,2019-04-29,2019-05-05,2019,5,18,4662,,,
Colombia,,weekly,2019-05-06,2019-05-12,2019,5,19,4617,,,
Colombia,,weekly,2019-05-13,2019-05-19,2019,5,20,4435,,,
Colombia,,weekly,2019-05-20,2019-05-26,2019,5,21,4657,,,
